SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC41571,0,0,8,3,0,47,3,14,0,76,3,17,41,22,8,15,10,15,0,130,12,75,44,32,21,14,43,17,11,263,46,93,63,37,29,27,43,15,14,358,80,78,82,50,61,22,58,26,12,468,42,58,44,35,30,20,33,27,10,299,10,3,13,8,0,0,0,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,327,298,180,155,138,191,115,48,1639
SSC41572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41573,0,0,6,6,3,22,3,12,0,44,3,10,19,13,6,10,10,6,3,89,17,74,47,28,32,19,42,6,9,277,24,49,41,29,30,10,37,11,5,227,13,23,35,27,33,16,18,7,3,173,4,14,18,10,12,9,14,12,3,91,0,4,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,165,163,106,120,86,135,52,23,915
SSC41574,3,0,8,6,4,58,4,35,5,121,8,22,57,29,12,37,24,47,3,242,33,98,96,65,43,48,105,57,7,552,33,43,101,45,57,38,75,46,15,457,49,59,108,70,47,41,93,66,13,558,26,45,39,57,31,21,70,64,9,356,4,3,4,8,0,0,14,11,3,54,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,156,275,421,285,201,244,389,329,59,2346
SSC41575,0,0,6,12,0,15,3,17,0,54,3,12,17,10,11,15,9,14,0,96,9,55,49,20,20,12,33,12,6,217,21,57,52,34,26,17,40,22,4,273,46,42,60,26,41,18,36,28,4,312,18,36,40,19,33,9,19,18,0,198,6,8,9,3,3,0,0,8,3,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,92,209,243,125,137,92,146,123,21,1181
SSC41576,0,0,4,6,3,43,5,25,0,87,4,17,31,25,9,39,16,48,4,193,20,68,84,49,37,50,85,58,8,461,19,54,73,58,37,28,79,38,4,394,37,52,93,79,56,42,100,80,7,538,24,25,46,49,36,16,63,60,6,317,3,3,9,9,9,0,3,9,4,51,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,3,109,212,337,277,188,217,352,318,42,2054
SSC41577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,3,3,0,21
SSC41578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,12
SSC41579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
SSC41580,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,3,0,5,0,0,0,0,16,6,0,0,4,3,7,0,8,0,29,13,7,0,0,3,0,0,0,0,26,8,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,10,12,10,12,10,3,14,0,103
SSC41581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,3,0,0,12,0,3,0,0,0,3,0,0,0,8,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,0,0,3,4,8,0,43
SSC41582,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,13
SSC41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,3,5,0,0,4,0,31
SSC41584,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,10,9,0,0,0,0,3,0,5,0,23,11,0,0,0,3,0,0,3,0,22,14,5,0,3,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,5,3,3,9,0,16,0,86
SSC41585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,3,0,9,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,3,0,0,0,3,0,31
SSC41586,3,0,4,10,4,23,3,21,0,65,11,6,33,21,12,19,12,28,0,147,18,43,67,35,39,29,30,40,6,320,38,36,46,41,25,15,33,35,5,269,28,41,52,56,67,31,33,41,3,349,31,51,41,30,42,22,26,38,11,292,3,21,11,3,11,3,3,11,0,62,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,131,198,258,205,197,146,137,215,30,1516
SSC41587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC41588,0,0,14,16,0,7,3,18,0,65,4,3,30,14,11,13,8,29,3,115,14,37,55,32,28,10,22,24,4,233,42,66,33,29,47,20,22,30,3,285,48,55,54,38,42,30,33,36,6,332,33,48,32,20,33,17,19,30,4,250,10,4,10,4,5,3,3,4,0,42,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,158,218,229,160,174,95,104,172,26,1337
SSC41589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,17
SSC41590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC41592,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,3,5,23
SSC41593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,5,0,27
SSC41594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41595,0,0,5,13,0,22,4,27,0,79,0,3,20,11,6,12,3,10,0,71,17,30,27,17,5,8,5,8,0,116,30,65,48,28,36,17,10,19,4,261,31,74,39,33,44,15,11,22,4,273,35,60,30,21,30,9,11,21,8,230,15,16,3,3,11,5,5,0,4,61,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,136,251,172,132,136,87,52,111,20,1099
SSC41596,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,10,3,0,5,0,0,3,0,3,0,19,9,5,5,3,3,0,0,0,0,19,3,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,12,11,8,10,4,0,14,3,84
SSC41597,0,0,0,0,0,3,0,7,0,15,0,3,7,3,0,3,0,3,0,15,3,11,0,3,0,0,3,0,0,25,11,11,4,6,3,0,0,0,3,43,3,6,14,9,13,3,0,7,0,56,8,16,11,5,12,3,0,3,0,51,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,52,34,33,26,17,3,26,6,217
SSC41598,0,0,3,3,0,7,0,0,0,14,0,0,0,3,4,0,0,3,0,14,0,3,4,3,4,3,0,0,0,22,12,4,5,3,3,4,4,4,0,39,7,4,13,10,4,4,10,12,0,58,6,6,0,0,5,0,3,0,0,24,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,30,17,25,18,14,25,4,173
SSC41599,0,0,0,0,0,0,0,7,0,6,3,0,3,0,0,4,0,0,0,14,6,5,7,0,3,4,3,5,0,36,12,8,6,9,9,0,5,0,0,49,11,9,7,8,8,0,4,12,4,60,17,15,5,7,5,4,3,5,0,62,7,4,0,0,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,67,41,33,23,37,9,16,27,4,257
SSC41600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,0,3,0,7,6,0,3,3,0,0,3,3,0,15,4,0,4,0,0,3,4,3,0,21,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,7,3,9,3,13,0,65
SSC41601,0,0,3,15,0,32,4,12,0,70,9,21,30,45,14,46,8,19,3,190,78,254,117,93,94,49,29,65,9,785,69,178,71,52,71,37,27,52,8,562,60,117,55,44,75,25,33,58,6,470,24,67,41,19,37,23,31,43,0,287,11,16,12,9,14,6,3,15,3,79,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,246,642,322,273,312,217,127,255,35,2443
SSC41602,0,0,0,3,0,3,0,0,0,8,0,3,0,3,3,3,0,8,0,18,0,4,7,3,0,3,3,9,0,30,4,3,7,0,0,7,4,9,0,38,5,4,14,3,4,7,14,11,0,53,3,0,0,0,3,0,0,7,0,21,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31,11,14,20,23,37,4,172
SSC41603,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,3,0,7,0,8,3,3,0,3,3,0,0,19,7,10,4,4,3,0,4,3,0,30,6,3,5,0,3,7,3,3,0,40,15,10,6,10,5,0,3,6,0,52,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,25,16,18,11,14,22,0,163
SSC41604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,4,0,0,3,0,18
SSC41606,0,0,0,0,0,3,0,0,0,11,0,3,0,3,0,0,0,3,0,9,0,0,0,7,0,0,0,4,0,12,4,3,4,3,3,0,3,4,0,21,14,4,3,7,3,0,3,5,0,46,19,7,9,4,3,0,4,10,0,63,10,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,23,19,20,15,9,12,20,3,175
SSC41607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41608,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,4,0,17
SSC41609,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,13,4,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,4,0,3,6,5,0,45
SSC41610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,3,0,10,5,0,3,0,3,0,3,0,0,17,3,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,15,0,10,0,6,3,0,49
SSC41611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,12,0,3,4,0,3,0,0,0,0,10,4,4,3,0,0,0,0,0,0,15,0,7,3,0,4,0,0,5,0,13,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,0,8,3,0,10,0,63
SSC41612,0,0,3,0,0,3,0,0,0,6,0,0,3,4,0,0,0,3,0,12,0,0,3,3,0,0,0,0,0,9,3,0,0,3,0,0,0,3,0,19,8,10,8,4,7,6,0,3,0,44,5,8,7,3,3,0,0,5,3,32,3,0,0,3,3,0,0,4,4,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,21,21,22,11,17,0,16,7,142
SSC41613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC41614,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,5,0,0,0,0,4,0,34
SSC41615,0,0,0,0,0,4,3,0,0,3,0,0,0,0,4,0,0,3,0,6,0,0,0,0,3,0,0,3,0,8,10,0,0,0,3,0,0,3,0,22,10,0,3,3,3,0,0,3,0,23,3,0,3,0,0,0,3,0,0,12,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,3,6,3,12,12,6,7,6,83
SSC41616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,3,0,16
SSC41618,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,3,0,3,0,0,27
SSC41619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41620,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,4,0,30
SSC41621,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,10,4,0,6,0,3,0,0,7,0,22,5,0,4,0,9,4,8,0,0,26,0,3,12,3,5,0,0,4,4,29,4,5,3,0,3,0,4,0,0,16,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,24,10,22,12,6,15,5,125
SSC41622,3,5,47,68,15,165,17,89,3,403,29,44,94,89,56,155,23,65,3,550,93,191,209,139,169,104,50,64,12,1035,152,247,174,137,232,108,67,86,14,1214,183,207,229,159,309,131,77,125,22,1440,92,116,128,107,193,65,67,77,13,850,12,23,20,17,24,5,7,25,0,132,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,564,828,895,708,998,730,311,536,66,5639
SSC41623,0,3,3,7,0,6,0,3,0,23,0,6,3,7,0,4,0,0,0,20,5,15,4,0,7,3,0,0,3,34,9,21,9,7,12,6,0,0,0,63,14,27,9,3,15,8,3,3,4,84,4,14,3,3,8,0,0,0,0,37,7,11,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,91,33,23,36,34,8,5,8,282
SSC41624,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,3,0,0,4,0,11,0,3,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,3,3,6,0,42
SSC41625,0,0,0,3,0,0,0,3,0,5,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,4,0,0,6,0,38
SSC41626,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,3,0,13,4,6,0,0,3,0,0,5,0,15,6,0,3,3,6,3,3,3,0,27,5,0,0,3,0,4,0,4,0,16,5,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,7,8,10,3,8,19,0,84
SSC41627,0,0,8,18,0,19,3,25,0,70,3,8,18,36,9,18,7,16,3,116,17,37,40,24,19,21,13,9,3,181,36,63,28,37,38,12,17,7,6,247,42,52,39,40,48,23,20,35,0,302,33,47,33,23,34,15,17,13,0,219,19,16,3,3,5,4,3,3,3,61,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,163,221,168,177,159,110,75,123,18,1207
SSC41628,0,3,0,7,0,14,0,7,0,35,3,14,10,11,19,27,6,12,0,103,23,53,37,23,30,24,14,26,3,232,32,56,27,17,26,18,8,12,0,192,37,41,31,22,38,16,19,25,3,232,18,34,19,19,35,14,16,12,0,169,6,4,0,6,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,117,211,126,101,157,110,67,94,11,994
SSC41629,0,0,0,3,0,3,0,3,0,18,3,12,3,23,5,17,8,19,3,92,23,27,28,28,16,15,13,49,3,205,9,27,27,36,25,8,13,38,3,193,18,18,15,22,15,6,19,31,4,139,3,15,10,12,8,6,10,16,5,83,0,0,3,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,104,98,121,69,60,62,165,17,746
SSC41630,0,0,4,3,0,20,0,9,0,43,9,11,23,25,16,23,14,20,0,135,15,52,44,39,35,16,22,28,10,264,13,39,26,25,17,15,18,31,7,193,24,19,40,29,17,16,27,35,3,216,11,13,17,18,23,7,20,20,4,133,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,144,150,138,108,91,107,156,19,988
SSC41631,0,0,0,10,0,24,4,7,0,46,3,14,8,13,6,12,0,11,0,70,18,43,32,23,21,14,12,15,0,173,21,53,21,22,27,4,11,12,3,177,41,37,34,25,43,11,13,20,4,219,26,30,22,8,21,7,5,14,0,140,0,3,3,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,111,182,121,96,125,75,53,83,6,851
