SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
407031165,21,3,78,34,22,25,11,47,3,243,0,0,0,0,0,0,0,7,0,11,4,0,3,3,3,0,10,14,4,42,15,3,24,22,7,15,11,70,16,197,330,534,634,642,356,257,210,647,56,3664
407031166,9,3,25,8,8,5,3,8,0,70,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,14,11,0,7,6,8,3,9,10,0,59,161,161,185,132,117,52,55,96,15,980
407031167,10,0,19,8,6,3,3,11,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,9,0,0,8,4,11,3,46,121,185,122,137,63,64,48,122,19,879
407031168,16,4,30,14,4,7,0,15,0,95,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,6,0,0,15,12,3,10,5,0,3,7,15,6,72,222,237,238,135,137,62,63,151,15,1265
407031169,10,0,20,6,9,6,3,20,0,72,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,15,0,3,9,0,8,4,16,3,60,304,160,140,146,105,65,69,155,10,1155
407031170,18,0,38,13,8,7,3,17,0,111,0,0,0,0,0,0,0,4,0,3,0,4,0,3,0,0,3,0,0,11,7,0,11,3,6,7,8,15,8,69,251,224,251,189,137,77,78,178,24,1421
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
499999499,3,0,6,0,0,7,0,8,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,8,10,3,25,35,96,77,32,34,20,36,109,7,444
501011001,19,0,39,15,8,11,7,12,0,112,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,13,3,5,3,10,7,4,9,5,52,314,310,294,157,145,95,65,186,25,1593
501011002,79,13,201,76,40,47,39,69,5,564,0,0,3,0,0,3,0,3,0,10,5,10,9,7,4,4,8,3,0,58,19,12,37,21,15,21,15,27,25,193,792,1423,1550,901,731,459,375,533,85,6854
501011003,38,3,112,33,24,12,17,24,5,267,0,0,0,0,0,0,0,0,0,3,6,3,3,3,3,7,3,0,0,33,12,13,26,11,12,18,13,8,6,115,581,813,717,335,304,230,145,270,38,3437
501011004,44,4,127,32,15,28,17,33,5,301,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,3,0,9,3,29,8,3,17,10,3,16,9,17,13,95,419,709,653,362,225,225,123,326,47,3088
501021005,16,7,81,40,37,39,34,35,7,297,0,0,0,0,0,0,0,0,0,5,8,10,8,0,3,6,14,0,3,56,6,9,26,6,9,10,16,26,19,129,477,1053,1267,583,509,291,361,335,74,4952
501021007,5,0,27,3,5,6,7,10,0,66,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,6,0,3,16,14,3,9,12,3,9,8,6,4,61,175,313,331,172,162,74,84,149,25,1471
501021008,6,0,46,17,12,9,14,25,0,122,0,0,0,0,0,0,0,4,0,6,3,3,8,3,0,0,3,4,0,22,0,3,5,11,3,4,4,17,18,71,120,288,374,213,128,96,124,198,24,1569
501021009,5,0,40,18,7,9,18,15,5,127,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,0,3,0,3,25,4,0,22,7,6,12,24,19,5,94,130,261,640,253,172,67,235,146,31,1930
501021010,9,3,9,0,9,9,0,12,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,3,3,0,4,0,0,31,163,205,201,88,94,42,80,66,7,944
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
501021012,18,4,80,35,16,30,24,22,0,234,0,0,0,0,0,0,0,0,0,0,7,5,9,9,4,0,9,3,0,42,4,0,14,3,9,5,9,16,8,73,269,570,867,390,349,223,243,214,52,3177
501021014,9,0,51,12,10,7,19,29,0,143,0,0,0,0,0,0,0,4,0,8,7,0,7,0,0,0,3,12,0,29,7,5,25,8,10,8,8,23,9,117,267,326,586,216,214,98,158,322,37,2221
501021015,11,3,62,14,18,13,4,18,0,142,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,3,3,0,21,0,0,11,4,3,7,7,17,0,54,148,341,495,229,225,107,115,173,24,1854
501021016,3,0,21,9,4,3,10,8,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,10,10,3,0,11,15,7,67,85,123,283,126,79,31,89,75,15,899
501021251,10,8,46,21,19,13,7,17,0,149,0,0,0,0,0,0,0,0,0,4,0,5,3,3,0,0,3,0,0,27,9,8,8,3,3,6,12,17,12,83,272,770,580,350,285,157,189,183,37,2820
501021252,0,0,10,0,0,3,0,3,3,26,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,17,5,0,4,3,5,0,0,4,0,27,112,290,249,96,127,39,45,54,14,1024
501021253,23,7,70,41,28,14,11,37,3,223,0,0,0,0,0,0,0,0,0,0,5,18,13,3,5,4,4,4,0,49,13,9,16,10,9,5,9,14,6,84,455,1236,743,413,385,206,163,269,50,3924
501021254,3,0,25,10,6,5,5,20,0,82,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,12,0,0,5,3,0,3,3,10,10,36,73,215,260,155,97,86,99,139,15,1136
501031017,8,0,27,13,9,7,11,10,0,82,0,0,0,3,0,0,0,0,0,5,8,3,0,5,3,0,3,0,0,17,13,0,12,10,6,5,12,18,4,81,293,311,324,181,133,84,116,146,17,1608
501031018,14,8,20,10,9,4,6,14,0,83,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,7,13,6,10,5,7,5,10,14,10,83,248,308,297,157,145,75,111,145,26,1516
501031019,9,3,34,10,10,9,5,8,0,97,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,0,0,3,0,12,8,3,12,5,3,8,17,15,4,73,171,266,302,151,137,77,90,116,11,1311
501031020,9,0,23,11,5,4,3,16,0,74,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,16,0,10,6,3,3,3,16,6,55,294,226,165,131,88,60,55,129,19,1172
502011021,18,0,35,18,13,8,7,12,3,114,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,3,22,0,0,7,4,8,3,4,13,12,52,177,347,463,199,186,99,129,128,25,1748
502011022,14,0,50,23,9,17,15,10,7,147,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,5,0,0,18,3,6,6,4,7,9,11,4,12,68,239,494,530,269,209,130,159,144,33,2215
502011023,13,7,54,15,15,14,13,19,8,157,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,0,0,3,0,23,5,4,12,9,4,6,8,8,5,67,134,331,495,288,158,128,144,163,32,1867
502011024,34,8,97,56,30,41,28,29,0,330,0,0,0,5,3,0,3,0,0,7,3,8,9,3,3,3,8,4,0,40,3,9,19,16,12,5,10,11,12,101,491,1043,1114,565,448,292,286,278,67,4589
502011025,14,0,67,13,10,20,17,14,7,170,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,4,3,0,22,3,3,8,6,4,9,7,9,3,61,186,370,458,297,162,144,142,174,29,1960
502011026,9,4,24,6,9,11,9,11,0,89,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,3,0,14,3,3,12,0,9,3,11,0,4,47,124,231,332,129,112,81,111,80,30,1232
502011027,40,5,122,62,50,37,20,22,3,363,0,0,0,0,0,4,0,3,0,4,5,13,12,3,6,4,9,3,0,54,9,4,24,12,10,4,9,10,17,99,500,1065,1211,677,554,293,338,335,86,5062
502011028,10,3,45,17,22,8,14,23,4,148,0,0,0,0,0,0,0,0,0,4,0,4,11,3,0,3,0,0,0,23,0,0,10,9,7,6,10,12,13,62,198,331,439,312,200,169,144,151,42,1990
502011029,10,7,46,16,8,12,15,20,3,134,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,8,0,3,27,6,3,15,7,6,3,18,6,19,92,203,299,568,269,181,102,189,155,49,2025
503011030,11,0,13,0,0,6,0,0,0,37,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,16,3,0,0,6,0,0,0,0,6,20,506,1126,121,99,220,106,9,40,44,2270
503011031,10,0,24,13,7,8,0,3,0,64,0,0,0,0,0,0,0,0,0,0,10,16,3,0,8,0,0,0,0,37,6,11,3,3,9,3,0,3,5,43,530,1428,170,185,250,174,25,52,35,2852
503011032,10,0,16,11,8,8,0,3,0,51,0,0,0,0,0,0,0,0,0,0,12,11,8,4,5,3,0,0,3,45,5,4,4,0,0,3,0,5,4,33,629,1576,150,141,249,132,22,51,63,3004
503011033,11,3,18,9,9,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,5,12,0,0,7,0,0,3,0,32,7,11,3,3,5,0,3,0,3,38,635,1603,160,156,312,103,22,41,36,3071
503011034,19,0,35,17,15,6,0,9,0,99,0,0,0,0,0,0,0,0,0,4,15,12,3,5,6,10,0,0,3,58,11,13,3,3,8,4,0,3,3,51,750,1712,252,281,368,174,40,107,63,3755
503011035,15,7,30,23,10,7,0,4,0,93,0,0,0,0,0,0,0,0,0,3,11,23,0,4,11,4,0,0,0,60,11,15,3,3,5,0,0,3,17,65,1059,3442,251,336,614,291,72,143,88,6294
503011036,17,3,22,9,9,7,0,3,0,63,0,0,0,0,0,0,0,0,0,0,4,13,3,6,4,0,0,3,0,36,6,11,3,4,0,6,0,3,5,41,642,1593,145,200,320,126,19,38,51,3142
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
503021038,27,4,65,27,18,16,0,10,0,169,0,0,0,0,0,0,0,0,0,3,13,23,3,9,10,3,0,0,0,60,13,13,10,0,7,6,4,6,12,67,750,2305,466,340,436,201,74,118,40,4726
503021039,39,14,112,38,37,20,7,15,3,278,0,0,3,0,4,0,0,0,0,6,15,30,10,11,9,9,0,3,5,92,10,16,16,6,9,5,3,6,13,95,1092,2999,682,533,720,410,110,204,90,6834
503021040,18,11,69,27,17,8,0,11,0,161,0,0,0,0,0,0,0,0,0,3,6,17,0,3,7,4,3,3,3,49,15,13,5,7,0,5,0,8,10,55,600,1667,395,278,386,168,50,109,33,3682
503021041,103,20,359,118,49,46,20,49,7,774,7,0,6,14,0,4,3,8,0,39,26,64,11,16,22,9,3,6,12,169,14,41,35,33,20,19,9,35,43,251,2119,5786,1478,1277,1467,668,218,735,219,13954
503021042,23,11,54,31,26,14,3,4,0,164,0,0,0,4,3,3,0,0,0,8,13,32,4,12,8,9,3,3,4,84,11,27,12,7,3,11,0,3,14,94,1116,3612,431,409,625,296,50,146,88,6764
503021043,31,9,138,34,26,17,12,24,0,288,0,0,0,0,3,0,3,11,0,16,7,20,5,11,20,3,9,11,7,96,6,7,13,15,10,8,3,11,10,74,1028,3083,683,640,750,374,170,483,80,7291
504011044,26,8,81,44,42,21,13,14,3,258,0,0,3,0,0,0,0,0,0,3,7,14,3,12,14,3,3,0,0,52,12,10,18,14,20,9,16,15,15,129,601,1568,863,580,658,234,201,234,62,4993
504011045,50,8,148,60,38,36,15,50,5,412,0,0,4,3,0,0,0,6,0,12,20,38,4,14,15,3,9,3,6,118,13,26,32,6,15,15,17,11,16,156,1126,2946,1275,841,928,445,250,393,129,8334
504011046,36,5,120,41,26,21,20,20,0,289,3,3,3,0,0,0,0,3,0,13,10,15,3,11,6,0,5,4,3,59,11,8,15,9,13,7,10,11,19,99,662,1962,715,582,603,271,222,303,53,5379
504011047,37,15,174,68,62,50,24,41,6,468,4,0,3,0,0,3,0,6,3,17,8,16,7,6,12,5,3,6,0,77,13,12,32,20,12,12,22,27,37,183,642,1582,1365,780,841,448,334,456,114,6562
504011048,18,3,57,22,26,17,7,9,3,155,0,0,0,0,0,0,0,0,0,3,3,0,6,8,7,0,7,0,0,31,3,3,9,7,4,4,5,4,7,57,289,704,418,237,329,158,98,114,47,2400
504021049,9,0,9,7,4,4,4,3,0,45,0,0,0,0,0,0,0,3,0,3,4,3,3,4,3,0,0,0,3,16,4,0,10,0,0,0,3,3,10,34,101,185,221,105,81,44,60,55,15,869
504021050,13,3,25,17,9,4,5,3,0,72,0,3,0,0,0,0,0,0,0,3,4,3,5,3,3,0,0,0,3,21,3,9,5,5,3,7,3,3,3,37,395,959,339,256,241,94,65,77,32,2462
504021051,7,5,28,15,10,13,3,10,0,89,0,0,0,0,0,0,0,0,0,3,0,6,3,4,3,0,3,0,0,17,5,0,6,4,8,6,7,7,3,47,232,447,344,179,202,99,80,90,20,1687
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
504021053,12,4,73,25,22,18,12,16,5,192,0,0,0,0,0,0,0,0,0,5,9,11,16,3,11,0,7,3,0,53,11,15,23,9,10,6,13,10,10,114,522,1100,903,433,441,167,197,205,61,4042
504021054,19,11,68,37,20,18,18,24,4,212,0,0,3,0,0,0,0,0,0,8,4,6,4,5,3,3,0,3,3,43,3,10,18,10,8,6,11,24,22,110,301,629,736,421,394,162,210,237,58,3152
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
504031056,36,9,119,57,45,49,19,34,0,364,0,0,0,4,5,0,0,6,3,25,3,5,15,5,6,5,7,6,5,58,8,14,39,12,5,13,13,18,17,139,513,1013,1090,700,647,356,332,316,83,5052
504031057,29,9,126,63,35,28,45,34,3,377,0,0,0,0,0,0,0,7,0,12,8,8,15,11,6,3,15,3,0,77,8,14,28,16,20,13,22,19,27,150,433,893,1072,702,622,343,363,365,95,4893
504031058,7,0,26,17,16,6,6,3,0,83,0,0,0,0,0,0,0,0,0,0,6,3,0,4,3,0,3,0,0,20,5,3,13,3,12,10,10,8,8,66,151,282,359,149,197,72,97,105,27,1437
504031059,77,27,262,167,123,96,61,74,13,894,0,3,0,0,0,6,3,0,0,16,14,14,21,35,23,11,24,19,8,168,25,14,37,31,30,32,38,26,48,278,1164,2130,2343,1593,1448,734,809,628,161,11017
504031060,4,3,9,8,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,16,0,0,9,0,4,0,5,0,3,24,150,217,198,94,101,39,31,50,28,907
504031061,11,0,20,10,9,7,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,18,4,0,3,4,0,4,3,4,3,32,179,350,251,150,166,76,79,72,18,1339
504031062,16,4,84,34,20,12,16,20,0,213,3,0,0,3,3,0,0,0,0,11,3,3,4,10,3,0,10,3,0,38,7,10,15,9,16,8,13,13,19,98,281,706,668,456,417,194,203,213,37,3170
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,11,0,28,12,14,9,6,18,0,101,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,3,3,0,0,20,5,0,6,6,8,0,3,7,4,42,147,269,328,161,187,82,94,107,21,1390
504031066,16,3,60,37,15,17,12,15,0,177,0,0,0,3,0,0,3,0,0,10,4,10,9,6,5,3,8,6,0,42,11,3,12,12,6,5,10,10,5,79,286,726,556,414,335,170,175,189,42,2904
504031067,14,0,62,21,14,10,9,8,3,149,0,0,0,0,0,0,0,0,0,3,3,4,6,4,0,0,3,0,0,27,7,4,11,3,0,8,10,3,9,53,197,354,455,262,244,114,127,109,27,1889
504031068,36,10,59,35,26,20,20,16,6,226,0,0,0,3,0,0,0,0,0,3,10,8,5,4,3,3,4,0,3,39,11,5,11,5,10,3,10,3,4,69,532,733,667,368,394,183,187,166,36,3261
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,17,5,85,26,23,23,16,25,0,223,0,0,3,0,0,0,0,0,0,7,3,13,3,9,9,3,0,3,0,41,5,0,17,5,6,4,5,8,15,76,276,835,834,400,395,161,133,201,48,3296
505011071,26,11,95,44,42,43,17,21,4,300,0,0,0,4,0,3,0,3,0,9,7,14,8,7,0,0,3,9,0,50,8,7,17,11,16,7,3,13,10,93,569,1306,1020,546,615,308,179,221,78,4842
505011072,22,9,59,25,31,22,3,9,0,183,0,0,0,0,0,0,0,0,0,3,10,17,10,10,5,3,7,4,0,65,5,16,11,12,9,10,0,3,19,80,861,2096,762,494,636,256,104,171,74,5460
505011073,33,7,62,33,25,21,13,9,0,205,0,0,5,0,0,0,0,0,0,11,3,7,10,4,14,3,0,0,0,41,11,14,16,11,9,11,10,9,15,103,530,1433,862,463,548,235,144,198,71,4473
505011074,22,6,67,38,29,31,4,21,3,234,0,0,0,0,0,3,0,0,0,5,4,10,3,6,3,3,0,4,0,33,3,5,20,11,6,6,4,11,8,79,397,930,842,452,406,212,121,200,48,3607
505011075,17,4,30,21,22,13,7,9,0,128,0,0,0,0,4,0,0,0,0,4,3,10,3,3,7,0,0,4,0,36,12,13,15,3,4,3,3,10,9,70,739,1319,540,322,510,207,77,114,53,3877
505011076,13,6,51,17,24,21,0,19,0,160,0,0,0,0,0,0,0,0,0,3,10,6,6,7,0,0,3,4,0,26,11,9,6,4,3,8,0,0,10,60,629,1028,557,290,399,209,58,104,48,3324
505011077,21,9,86,54,38,29,12,22,0,267,0,0,0,4,0,0,0,0,0,6,9,15,10,9,3,4,0,0,4,50,9,14,14,6,15,4,6,9,19,93,535,1441,893,569,558,329,155,275,63,4825
505011078,19,5,61,29,35,34,13,21,3,223,0,0,0,0,0,0,0,0,0,3,10,8,4,3,10,3,0,0,0,42,0,7,23,5,10,10,0,6,9,69,574,1412,792,424,588,266,120,165,42,4383
505011079,15,12,40,35,33,19,4,9,0,176,0,0,0,0,0,0,0,0,0,0,6,4,3,10,9,0,0,0,3,40,7,0,14,5,15,7,3,4,18,71,589,1229,691,384,499,201,87,143,59,3868
505011080,8,0,33,18,26,11,4,8,0,116,0,0,0,0,0,0,0,0,0,4,6,9,3,8,5,5,0,0,0,36,3,4,9,3,11,7,3,0,8,49,439,890,488,254,339,176,72,110,42,2819
505011081,23,9,53,20,20,15,3,15,0,156,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,26,4,6,17,9,12,4,3,8,9,75,320,886,677,315,333,130,81,137,41,2918
505011082,11,4,39,21,21,11,9,3,5,122,0,0,0,0,0,0,0,0,0,3,8,10,6,7,0,0,0,3,0,29,12,9,7,3,0,8,0,0,11,49,659,1323,430,254,385,195,62,82,58,3448
505011083,16,7,45,25,17,17,9,7,0,142,0,0,0,0,0,0,0,0,0,0,7,7,5,8,7,3,3,0,3,31,7,3,9,14,14,4,3,3,3,51,460,1055,539,371,416,190,86,126,31,3271
505021084,30,6,136,39,37,33,16,30,3,335,0,0,0,0,0,0,0,3,0,11,4,5,8,6,5,4,3,4,3,47,8,8,23,7,19,12,7,14,23,114,521,1439,956,509,575,302,209,261,76,4847
505021085,29,8,135,55,23,26,42,37,3,356,0,0,3,5,0,0,8,9,0,26,5,3,9,7,7,0,10,11,0,50,0,3,28,26,14,10,27,42,37,189,322,734,864,840,452,287,391,552,107,4547
505021086,49,13,145,84,48,35,21,22,5,422,0,0,3,0,0,0,0,3,0,8,19,17,10,11,16,12,7,9,5,98,11,19,21,20,17,15,9,15,19,149,1046,2472,1149,789,948,497,247,387,90,7630
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,37,9,108,49,41,35,10,17,7,314,0,0,0,0,0,0,0,0,0,4,14,19,6,7,6,6,3,3,3,74,4,14,19,17,7,4,5,10,17,100,884,2635,1004,585,740,327,155,225,81,6630
505021089,40,5,63,34,38,38,18,13,3,239,0,0,0,0,0,0,0,0,0,0,21,17,6,3,21,0,0,0,0,64,12,24,18,14,9,6,3,13,16,112,1194,2927,914,509,809,364,122,165,91,7093
505021090,45,11,159,83,40,38,30,34,3,442,4,3,0,0,0,0,0,10,0,29,7,8,23,13,10,11,17,10,3,109,8,9,21,14,18,11,14,17,37,151,491,1489,1120,868,756,375,332,511,96,6044
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
505021092,28,21,124,53,35,26,14,23,0,330,0,3,0,0,0,0,0,0,0,5,20,17,10,15,7,6,3,6,0,80,11,18,21,8,10,7,6,13,7,103,997,2467,1096,702,700,381,144,298,80,6865
505021093,32,7,92,42,33,24,8,19,4,253,0,0,0,0,0,0,0,3,0,4,4,6,11,3,9,3,3,3,0,42,12,15,15,5,10,14,5,13,10,103,662,1634,757,474,645,322,144,265,53,4965
505021094,16,3,26,13,10,13,3,6,0,91,0,0,0,0,0,0,0,0,0,3,10,12,3,4,3,0,0,0,0,32,3,8,0,3,0,3,3,4,3,37,509,1065,337,225,275,134,45,72,37,2705
505021095,30,14,100,43,20,25,13,12,0,251,0,0,0,0,3,0,0,0,0,7,4,10,11,4,6,5,3,3,3,60,6,8,7,10,6,5,0,5,10,62,547,1679,727,504,550,319,181,275,49,4834
505021096,19,0,34,22,19,18,0,3,0,120,0,0,0,0,0,0,0,0,0,0,9,16,3,7,6,3,0,4,0,54,16,15,7,9,16,5,3,10,7,85,973,2266,425,322,565,258,60,117,54,5052
505021097,30,10,88,39,31,23,10,17,3,250,0,0,0,0,0,0,4,3,0,8,13,16,6,7,8,9,0,7,0,65,9,7,13,13,9,12,11,9,12,100,796,2052,704,535,659,305,160,286,72,5571
505031098,15,3,58,26,37,19,10,26,0,186,0,0,0,0,0,0,0,0,0,9,4,0,3,3,0,0,3,4,4,29,3,4,15,16,6,4,14,36,17,114,214,501,600,417,335,182,168,260,56,2737
505031099,44,12,160,82,64,58,23,44,5,481,0,0,7,3,0,3,0,3,0,15,3,9,12,13,10,6,8,7,3,72,16,18,42,23,25,23,19,31,23,216,525,1100,1427,902,705,393,329,446,87,5914
505031100,27,8,142,65,58,42,16,36,0,402,0,0,0,4,0,0,0,3,0,8,8,6,11,13,3,0,12,4,0,66,12,10,30,13,17,14,16,12,17,136,535,1159,1266,748,763,349,255,330,75,5487
505031101,31,11,123,53,35,41,14,30,0,331,0,0,0,0,0,0,3,0,0,3,7,12,8,12,4,0,0,4,3,53,9,5,23,18,12,18,17,11,17,134,373,860,966,577,494,276,205,308,68,4127
505031102,10,3,58,22,20,5,6,24,0,156,0,0,0,0,0,0,0,3,0,8,3,3,6,3,7,0,0,3,0,24,0,5,18,10,0,8,10,9,19,75,105,266,418,332,220,126,128,214,37,1851
505031103,59,11,168,81,81,64,23,42,3,534,0,0,0,0,0,0,0,3,0,8,7,17,10,20,13,4,8,6,3,93,7,15,22,12,15,19,16,17,22,145,1068,2239,1545,902,1170,528,329,376,118,8269
505031104,20,4,47,36,20,27,11,23,4,198,0,0,0,0,0,0,0,0,0,8,5,7,0,4,8,0,6,5,3,36,5,3,16,10,5,9,13,27,17,102,214,528,565,358,306,180,155,255,50,2615
505031105,42,10,115,55,49,41,17,35,0,363,0,0,0,0,0,3,0,0,0,8,10,11,17,13,3,4,0,9,0,64,16,12,28,15,12,23,8,24,33,166,897,1492,1355,752,696,336,198,324,107,6158
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
505031107,32,14,92,49,46,39,14,17,0,291,0,0,0,0,0,3,0,0,0,3,9,22,6,12,9,9,0,5,7,63,7,8,22,10,20,7,10,4,16,113,516,1061,921,536,541,264,176,229,69,4307
505031108,51,25,165,77,63,55,19,52,9,515,0,0,0,0,0,0,0,3,0,7,5,19,10,10,6,5,11,0,5,74,21,3,32,16,29,21,18,32,34,205,847,1876,1872,955,1021,460,375,520,134,8067
505031255,14,6,89,39,46,33,11,22,0,261,0,0,0,0,0,0,0,3,0,3,3,3,6,9,3,0,3,3,0,30,7,8,20,19,10,16,11,8,3,93,261,584,715,468,374,191,130,188,26,2942
505031256,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,3,10,36,49,39,10,23,13,11,10,5,195
505031257,0,0,23,12,9,7,10,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,5,3,0,3,4,3,3,26,56,113,204,87,74,50,62,83,11,752
505031258,18,3,68,36,22,13,9,19,0,199,0,3,0,0,0,0,0,0,0,6,3,4,3,0,0,4,4,3,0,16,4,8,20,8,10,11,10,11,3,75,226,427,618,324,243,139,138,205,26,2351
506011110,19,7,97,30,35,36,21,40,0,284,0,0,0,0,0,0,0,0,0,9,0,0,7,12,12,3,10,4,0,49,3,4,24,24,21,10,30,42,18,180,299,641,884,673,524,265,375,354,56,4078
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
