SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL22752,31,24,51,7,7,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,11,21,8,9,18,54,34,87
SAL22753,343,329,672,53,67,118,0,0,0,69,63,137,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,69,138,0,0,0,3,0,3,124,141,265,36,37,77,507,502,1014
SAL22754,115,108,225,7,5,13,0,0,0,36,38,72,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,43,84,3,0,4,0,0,0,50,48,102,17,13,32,184,173,353
SAL22755,38,39,83,5,6,10,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,8,13,21,3,0,7,58,53,106
SAL22756,2741,2822,5558,259,255,511,81,69,149,1469,1489,2951,41,53,89,27,21,52,25,18,45,9,10,15,9,8,10,12,16,26,0,0,0,1660,1680,3339,459,346,808,54,51,103,2433,2323,4760,387,253,642,5560,5399,10959
SAL22757,730,733,1458,122,121,239,108,111,213,1440,1349,2793,81,95,179,28,43,70,50,46,93,8,11,26,5,11,12,27,16,43,0,0,0,1753,1686,3441,962,1028,1987,42,33,76,2875,2866,5745,372,198,567,3973,3796,7770
SAL22758,3743,4035,7781,545,567,1119,413,465,882,1206,1348,2554,117,126,249,24,22,44,23,26,51,16,11,28,29,32,55,16,19,39,0,0,0,1847,2054,3898,109,130,236,64,46,107,2561,2797,5358,427,402,834,6727,7238,13966
SAL22759,60,58,118,0,3,4,0,0,0,10,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,5,0,6,14,14,29,0,7,8,82,77,158
SAL22760,14,7,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,15,12,29
SAL22761,1740,1843,3578,185,223,412,14,4,13,633,728,1362,3,4,9,3,10,12,0,0,9,4,7,7,4,0,3,0,7,7,0,0,0,659,759,1418,139,131,271,22,28,47,1012,1139,2144,173,199,373,2922,3180,6102
SAL22762,24,13,32,3,0,4,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,4,3,10,10,5,13,33,22,59
SAL22763,31,34,64,8,10,13,0,0,0,8,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,23,0,0,0,0,0,0,19,17,41,11,7,18,59,57,116
SAL22764,157,143,303,8,6,19,14,8,23,45,41,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,109,0,0,3,0,0,0,69,62,133,18,17,36,248,223,467
SAL22765,68,85,155,4,8,12,4,0,4,27,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,62,4,0,4,0,0,0,44,38,76,5,8,16,119,131,249
SAL22766,6387,6861,13249,393,441,836,53,45,100,1839,1858,3692,24,28,56,17,19,39,19,7,24,4,6,11,7,4,11,8,9,19,0,0,0,1962,1984,3943,486,472,965,36,23,53,2880,2918,5804,414,513,926,9684,10294,19975
SAL22767,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,10,11,17
SAL22768,11,10,23,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,3,0,0,0,15,12,25
SAL22769,860,930,1791,95,109,201,19,26,45,481,532,1013,5,13,17,10,12,19,8,10,20,3,6,9,3,0,10,0,0,0,0,0,0,535,595,1132,38,66,100,11,17,23,674,788,1462,86,80,162,1616,1792,3412
SAL22770,110,111,217,9,0,8,10,8,15,32,24,55,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,41,37,75,0,4,4,0,0,0,54,39,87,20,9,33,184,158,342
SAL22771,10,8,16,0,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,7,5,12,0,0,0,16,12,31
SAL22772,58,70,124,7,10,18,0,4,4,23,14,39,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,50,4,0,5,0,0,0,39,32,66,8,6,13,102,103,212
SAL22773,13,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,4,4,3,0,6,18,15,37
SAL22774,1018,1174,2197,115,109,226,12,18,27,331,368,698,5,12,19,9,4,12,4,0,7,5,4,5,0,0,0,0,0,0,0,0,0,363,406,769,68,64,129,10,9,19,553,591,1141,246,226,468,1816,1989,3803
SAL22775,1725,1732,3459,223,246,464,13,14,20,636,743,1376,15,10,27,0,0,4,3,5,0,0,0,3,4,10,9,4,0,4,0,0,0,670,779,1450,18,31,53,17,16,31,930,1070,1995,159,172,330,2809,2971,5780
SAL22776,9,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,23
SAL22777,129,121,245,12,13,31,7,0,7,22,29,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,61,0,0,0,0,0,0,47,45,94,13,8,24,191,179,362
SAL22778,34,20,52,0,0,0,3,4,3,15,9,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,0,0,0,0,0,0,16,16,32,5,0,7,47,39,87
SAL22779,23,16,38,0,0,0,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,3,4,7,0,0,0,11,8,14,0,0,0,37,20,57
SAL22780,12,3,21,0,0,0,0,0,0,11,7,13,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,10,9,15,5,3,4,32,16,45
SAL22781,44,45,91,0,0,0,0,0,3,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,0,3,3,0,0,0,6,12,17,5,7,9,61,63,117
SAL22782,62,43,107,3,0,4,4,0,8,23,23,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,63,0,0,0,0,0,0,40,32,69,0,0,5,101,82,184
SAL22783,18,21,44,0,0,0,0,0,0,0,6,10,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,0,0,0,0,0,0,12,12,20,8,9,14,30,41,77
SAL22784,72,56,129,5,8,8,0,0,0,15,18,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,40,0,0,0,0,0,0,20,31,50,22,22,46,114,109,227
SAL22785,14,15,22,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,12,13,30
SAL22786,17,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,24,11,36
SAL22787,18,19,39,3,0,9,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,10,4,10,0,0,0,24,26,50
SAL22788,124,123,250,9,3,13,0,0,0,35,41,75,5,0,11,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,92,4,11,10,0,0,0,57,60,120,27,23,53,213,204,421
SAL22789,15,10,25,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,6,7,0,0,0,13,17,30
SAL22790,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,5,9,9,6,17
SAL22791,1816,1665,3483,166,155,318,84,55,140,1261,1217,2480,43,48,86,23,16,36,40,32,68,8,14,19,11,10,22,4,3,11,0,0,0,1468,1390,2865,731,658,1389,41,27,69,2408,2231,4639,237,199,441,4469,4099,8570
SAL22792,4124,4206,8335,664,675,1339,77,95,174,1323,1451,2779,38,64,98,12,8,14,30,19,45,15,5,15,4,6,12,14,9,28,0,0,0,1511,1659,3169,196,246,437,32,27,60,2401,2602,5001,222,280,500,6746,7095,13845
SAL22793,402,397,795,84,58,139,14,15,23,200,193,391,6,0,9,0,0,3,0,0,8,0,8,8,0,0,3,3,0,3,0,0,0,227,213,442,33,39,72,6,0,11,349,315,667,38,37,77,790,750,1541
SAL22794,199,177,370,27,17,44,0,0,5,65,69,136,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,67,138,4,3,8,0,0,0,107,94,195,26,21,46,321,289,611
SAL22795,77,79,159,10,11,15,0,0,0,12,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,32,3,6,4,0,0,0,27,33,58,7,15,25,111,126,234
SAL22796,5,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,10
SAL22797,29,30,56,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,8,9,14,36,38,77
SAL22798,48,53,103,0,0,5,0,0,0,9,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,24,0,0,0,0,0,0,8,12,22,5,6,10,66,69,140
SAL22799,29,18,47,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,4,14,7,11,25,43,42,79
SAL22800,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,4,5,0,0,5,9,10,11
SAL22801,98,92,193,33,41,71,0,0,3,31,34,69,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,78,3,3,5,4,3,6,74,86,167,17,20,37,194,202,398
SAL22802,549,542,1094,115,137,251,8,8,10,301,332,628,7,13,20,0,0,0,4,0,6,5,3,7,7,4,10,0,0,0,0,0,0,324,363,687,15,15,32,4,0,3,455,518,974,111,108,216,1113,1170,2283
SAL22803,59,59,122,0,0,0,0,0,0,7,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,16,27,0,0,0,0,0,0,11,15,29,5,10,11,81,78,162
SAL22804,38,34,71,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,3,0,7,0,0,0,10,6,20,4,0,3,53,41,93
SAL22805,1205,1225,2428,195,172,367,80,116,189,1149,1167,2314,60,74,134,22,22,41,37,53,88,18,18,34,5,0,4,10,15,26,0,0,0,1375,1460,2839,399,434,828,43,31,73,2006,2096,4104,246,294,540,3465,3610,7078
SAL22806,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,5,3,4
SAL22807,9,5,14,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,0,0,0,9,11,19
SAL22808,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,17
SAL22809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22810,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8
SAL22811,7,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14
SAL22812,24,29,52,10,14,16,0,0,0,8,11,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,17,27,47,9,14,14,51,64,117
SAL22813,129,115,241,11,8,18,0,0,0,57,64,124,0,3,4,0,5,6,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,61,75,137,0,0,0,0,0,0,71,78,155,3,4,13,201,197,404
SAL22814,491,485,976,80,88,167,20,15,38,758,839,1597,12,14,28,0,3,0,11,9,16,7,7,11,0,4,3,6,6,6,0,0,0,811,891,1701,44,50,103,29,21,52,963,1059,2019,53,58,102,1502,1594,3095
SAL22815,44,38,76,0,0,0,0,0,3,3,4,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,9,11,11,0,4,6,53,48,101
SAL22816,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SAL22817,4,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3
SAL22818,50,50,102,8,4,7,0,0,0,17,19,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,22,39,0,0,3,0,0,0,27,29,53,3,6,10,82,85,167
SAL22819,4643,4984,9622,743,809,1551,635,684,1324,1844,2003,3843,181,182,365,36,25,57,49,46,96,24,15,42,37,44,82,37,35,68,0,0,0,2840,3034,5880,329,330,662,93,75,166,4007,4257,8259,570,548,1119,9214,9786,19005
SAL22820,2974,2945,5916,713,734,1448,163,173,333,5019,5067,10082,52,54,111,58,62,123,43,40,84,4,6,16,33,28,64,14,17,31,0,0,0,5393,5443,10837,1139,1147,2291,100,76,170,7342,7401,14743,467,406,873,10788,10753,21537
SAL22821,9,8,18,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,14,24
SAL22822,10,8,18,4,6,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,9,11,13,5,9,10,18,23,46
SAL22823,74,67,140,6,7,12,0,0,0,6,10,14,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,0,0,0,0,0,0,15,17,33,7,7,15,93,94,187
SAL22824,17,14,33,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,8,3,3,6,23,20,44
SAL22825,1360,1352,2706,47,54,102,10,4,11,356,367,725,10,5,15,6,3,9,0,5,3,0,0,0,0,0,3,0,3,0,0,0,0,382,390,773,19,27,46,0,3,5,450,470,923,52,38,90,1862,1863,3720
SAL22826,14,16,32,0,0,0,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,3,0,0,0,0,9,10,12,0,0,0,20,25,44
SAL22827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22829,1255,1384,2633,433,510,951,12,12,30,396,423,818,14,6,22,0,4,6,10,12,26,3,9,9,0,0,0,4,0,9,0,0,0,439,472,915,21,28,51,23,13,35,923,1023,1948,200,244,449,2375,2658,5036
SAL22830,37,47,84,5,0,6,0,0,0,6,12,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,0,0,0,0,0,0,10,11,29,0,0,0,50,57,109
SAL22831,14,9,21,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,9,3,11,0,0,5,21,17,36
SAL22832,26,35,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,7,14,0,0,0,9,6,17,3,3,11,44,49,85
SAL22833,1745,1896,3642,226,260,487,34,35,60,789,837,1625,24,18,47,8,8,12,8,8,25,12,5,11,0,0,3,8,5,9,0,0,0,875,915,1790,72,74,143,19,13,26,1195,1257,2448,149,154,306,3087,3308,6398
SAL22834,105,118,217,3,6,12,0,8,7,18,24,40,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,49,0,0,3,0,0,0,29,38,62,11,4,19,147,164,306
SAL22835,17,12,25,3,9,10,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,6,11,18,12,3,19,33,27,62
SAL22836,138,129,264,27,31,59,0,0,0,34,35,67,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,70,6,4,5,0,0,3,66,75,144,9,3,11,213,205,417
SAL22837,11,8,23,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,0,7,6,3,7,11,3,22,9,6,17,31,19,52
SAL22838,9,7,19,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,4,10,3,0,8,21,14,34
SAL22839,36,32,70,0,0,0,0,0,0,23,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,41,0,0,0,0,0,0,23,20,40,6,4,8,64,56,117
SAL22840,16,5,19,0,0,0,5,0,5,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,0,0,0,0,0,0,12,5,14,0,5,5,21,16,33
SAL22841,122,117,239,19,15,35,0,0,0,26,30,57,0,0,0,0,0,0,4,0,4,4,5,4,0,0,0,0,0,0,0,0,0,30,31,63,0,0,0,0,0,0,47,53,99,13,14,31,186,183,369
SAL22842,29,27,54,3,5,3,0,0,3,19,16,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,17,38,0,0,0,0,0,0,20,23,46,3,7,13,58,53,114
SAL22843,52,39,90,0,0,0,0,0,0,11,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,30,0,0,0,0,0,0,12,23,31,15,10,18,78,65,144
SAL22844,8,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,4,13,18,30
SAL22845,15,14,30,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,6,0,0,0,6,3,11,0,0,0,24,19,38
SAL22846,182,167,345,0,0,5,0,0,0,49,66,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,117,0,4,4,0,0,0,53,72,124,26,21,49,253,264,522
SAL22847,17,21,35,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,7,3,12,0,0,0,23,28,53
SAL22848,80,74,158,0,5,9,0,0,0,20,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,39,0,0,0,0,0,0,21,23,53,14,16,26,117,121,235
SAL22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22850,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,13
SAL22851,121,125,252,7,3,10,0,0,0,27,31,55,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,63,0,0,4,0,0,0,36,38,75,15,12,23,167,177,347
SAL22852,62,64,129,0,0,4,0,0,3,12,12,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,17,17,29,0,0,0,0,0,0,20,19,33,16,14,25,97,92,192
SAL22853,104,120,228,9,0,7,7,6,13,27,26,55,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,42,38,79,3,3,3,0,4,4,47,46,91,7,3,11,152,168,328
SAL22854,7,10,19,0,0,3,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,3,0,0,0,10,9,19,0,0,0,19,17,36
SAL22855,17,20,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,3,0,5,27,20,46
SAL22856,30,23,54,3,0,6,0,0,0,12,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,26,0,0,0,0,0,0,19,13,30,3,0,9,51,37,84
SAL22857,937,923,1858,92,101,189,4,3,10,280,280,562,5,5,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,295,584,6,7,13,9,4,20,402,406,807,37,41,78,1376,1367,2739
SAL22858,71,47,118,10,7,12,0,0,0,8,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,28,16,20,31,0,0,3,32,43,76,27,28,49,132,115,245
SAL22859,25,20,49,5,5,8,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,10,3,15,0,0,0,16,11,31,4,7,10,49,42,92
SAL22860,132,121,257,11,14,25,0,0,3,19,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,30,51,3,0,7,4,0,4,43,42,83,23,19,44,203,186,389
SAL22861,59,44,104,8,14,25,0,0,0,6,10,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,14,0,0,0,0,0,0,12,22,35,5,3,9,81,67,148
SAL22862,13,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,27
SAL22863,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,9,12
SAL22864,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
SAL22865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
