SA2_MAINCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
701011007,0,0,0,0,0,0,0,0,4,41,6,0,51,3,0,3,50,26,0,84
701011008,0,0,0,0,0,0,0,0,0,58,16,3,77,0,0,7,76,29,0,109
701011009,0,0,0,0,0,0,0,0,0,45,3,0,46,0,0,3,46,10,0,57
701021010,0,0,0,0,0,0,0,4,6,35,17,3,54,4,4,7,62,27,4,91
701021011,0,0,0,0,0,0,0,0,4,45,23,8,76,3,0,7,80,37,0,119
701021012,0,0,0,0,0,0,0,0,0,17,8,0,28,3,0,3,29,13,0,44
701021013,0,0,0,0,0,0,0,0,0,34,26,6,64,0,0,0,64,29,0,95
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021016,0,0,0,0,0,0,3,3,5,48,21,0,74,0,3,4,75,40,3,118
701021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021018,0,0,0,0,0,0,0,0,0,35,15,3,48,3,4,4,51,33,0,86
701021019,0,4,0,0,0,0,0,0,7,89,39,14,141,11,3,10,154,96,3,255
701021020,0,0,0,0,0,0,0,4,5,87,28,0,112,3,3,4,121,38,4,161
701021021,5,5,0,0,0,5,0,0,5,31,8,3,41,0,3,4,47,10,0,60
701021022,0,3,0,0,0,3,4,0,5,75,37,5,114,6,0,5,125,61,3,189
701021023,0,3,0,0,0,3,0,0,3,46,21,0,68,0,3,3,73,30,0,107
701021024,0,0,0,0,0,0,3,0,9,39,18,0,55,0,5,6,60,34,3,98
701021025,0,0,0,0,0,0,0,0,3,53,12,3,75,0,3,4,77,29,0,106
701021026,0,0,0,0,0,0,0,3,4,58,20,0,77,7,0,4,82,17,3,103
701021027,0,0,0,0,0,0,3,0,3,44,11,0,59,0,0,3,58,38,3,102
701021028,0,0,0,0,0,0,3,0,3,34,13,3,57,4,0,3,60,31,0,88
701021029,0,0,0,0,0,0,0,0,3,34,11,5,51,0,0,0,47,24,3,78
701021030,3,3,0,0,0,3,3,0,9,46,19,7,69,4,3,7,84,34,0,122
701031031,0,0,0,0,0,0,0,0,0,48,15,3,63,0,0,0,66,25,3,97
701031032,0,0,0,0,0,0,3,4,9,126,36,15,184,5,3,9,190,54,6,252
701031033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701031034,0,3,0,0,0,3,0,0,3,60,21,3,86,3,0,3,90,33,0,121
701031035,0,0,0,0,0,0,0,0,0,61,15,6,90,9,3,12,97,36,0,133
701041036,0,4,0,0,0,4,0,0,4,96,24,4,128,0,3,5,133,22,0,153
701041037,0,0,0,0,0,0,0,3,5,46,25,4,73,9,5,10,83,53,0,136
701041038,0,0,0,0,0,0,0,0,0,62,14,7,78,4,0,4,86,26,0,111
701041039,0,0,0,0,0,0,3,3,6,59,27,10,98,12,5,19,119,76,9,197
701041040,0,0,0,0,0,0,7,0,9,65,27,7,98,3,10,12,114,114,0,223
701041041,0,0,0,0,0,0,0,0,0,88,15,3,106,3,3,5,110,12,0,131
701041042,0,3,0,0,0,3,0,0,3,39,12,4,61,0,0,0,59,19,3,81
701041043,0,3,0,0,0,3,0,0,3,113,33,0,145,7,3,10,150,38,0,193
701041044,0,3,0,0,0,3,4,5,10,66,26,5,101,3,4,5,108,56,5,166
702011045,0,0,0,0,0,0,3,10,9,64,24,6,98,4,3,9,104,52,10,163
702011046,0,0,0,0,0,0,3,3,10,101,28,7,138,4,3,9,143,63,6,212
702011047,0,0,0,0,0,0,3,0,6,80,22,6,108,4,4,10,115,59,0,175
702011048,0,0,0,0,0,0,0,4,4,107,36,6,146,4,0,10,153,48,4,209
702011049,0,0,0,0,0,0,0,0,3,53,24,3,80,3,0,4,86,17,4,102
702011050,0,0,0,0,0,0,0,3,3,12,4,3,21,4,0,3,27,32,3,58
702011051,0,0,0,0,0,0,0,0,0,22,10,3,31,3,0,3,39,26,0,66
702011052,0,7,0,0,0,7,0,0,9,22,20,3,41,25,13,40,80,115,0,193
702011053,0,13,0,0,0,13,3,3,21,21,19,5,52,17,9,21,69,86,8,165
702011054,0,0,0,0,0,0,0,0,0,10,14,0,26,28,0,27,51,52,3,105
702021055,0,0,0,0,0,0,3,0,0,6,3,3,17,16,8,21,40,88,0,129
702021056,0,0,0,0,0,0,4,3,6,36,18,3,60,3,0,3,62,65,8,135
702031057,0,0,0,0,0,3,3,8,7,62,24,3,93,14,3,18,106,67,5,184
702031058,0,0,0,0,0,0,0,5,4,18,8,3,31,5,3,10,41,47,4,89
702031059,0,0,0,0,0,0,0,0,0,14,3,3,24,22,0,22,44,79,3,126
702031060,0,0,0,0,0,0,3,0,4,9,31,8,52,9,0,11,55,88,0,149
702031061,0,0,0,0,0,0,4,11,16,34,9,5,55,15,5,22,77,133,11,226
702041062,0,13,7,3,6,19,27,22,65,24,14,6,40,7,3,6,42,42,22,105
702041063,3,13,4,5,8,18,38,22,76,60,76,12,149,26,12,42,184,332,32,548
702041064,0,0,0,0,0,0,0,17,17,55,8,0,63,0,0,0,63,5,14,84
702051065,0,0,0,0,0,0,6,0,9,25,10,0,33,4,3,5,40,56,3,102
702051066,0,0,0,0,0,0,13,0,9,31,15,10,52,5,10,12,73,141,5,222
702051067,0,0,0,0,0,4,7,7,22,116,24,9,149,6,3,15,167,125,14,303
702051068,0,0,0,0,0,0,5,0,7,7,6,5,25,6,8,12,41,61,0,104
797979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011001,0,0,0,0,0,0,0,0,0,23,13,0,43,3,0,0,42,18,0,65
801011002,0,0,0,0,0,0,0,0,0,54,35,7,96,6,4,10,106,45,0,150
801011003,0,0,0,0,0,0,0,0,0,65,19,7,86,0,0,0,92,23,0,112
801011004,0,3,0,0,0,3,0,0,3,65,43,3,115,9,3,15,123,83,0,210
801011005,0,0,0,0,0,0,0,0,0,46,22,3,66,0,4,3,70,34,0,99
801011006,0,0,0,0,0,0,0,0,6,123,49,11,189,4,3,5,193,90,3,284
801011007,0,0,0,0,0,0,0,0,3,105,32,5,142,5,0,7,149,62,0,212
801011008,0,0,0,0,0,0,3,4,9,87,52,6,142,3,3,7,155,82,4,242
801011009,0,0,0,0,0,0,0,0,0,53,20,8,80,0,3,3,84,43,0,126
801011010,0,0,0,0,0,0,0,0,0,36,16,3,58,0,3,3,62,21,0,81
801011011,0,0,0,0,0,0,0,0,0,55,18,3,75,0,0,4,79,43,0,123
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,0,0,0,0,0,0,0,0,47,14,4,71,0,0,3,79,28,0,101
801011014,0,0,0,0,0,0,0,0,0,56,18,3,81,0,3,6,84,53,0,136
801011015,0,0,0,0,0,0,0,0,0,89,43,5,140,7,5,16,152,75,3,229
801011016,0,3,0,0,0,3,0,0,3,87,52,9,152,7,0,7,156,84,0,237
801011017,0,0,0,0,0,0,0,0,0,49,33,7,89,0,0,3,95,58,0,154
801011018,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,8,0,0,8
801011019,0,0,0,0,0,0,3,0,6,125,65,5,197,7,3,11,207,77,0,282
801011020,0,0,0,0,0,0,3,0,3,46,26,3,74,3,0,0,77,49,0,130
801011021,0,0,0,0,0,0,0,0,0,39,22,3,65,3,0,3,70,32,0,100
801011022,0,0,0,0,0,0,0,0,0,35,25,3,67,4,4,4,79,47,0,122
801011023,0,0,0,0,0,0,0,3,3,36,9,5,50,4,3,6,52,55,4,107
801011024,0,0,0,0,0,0,0,3,6,46,27,5,71,4,7,5,82,58,3,138
801011025,0,0,0,0,0,0,0,0,0,38,26,3,67,0,3,3,76,40,0,112
801011026,0,0,0,0,0,0,0,0,0,27,5,0,37,0,0,0,36,23,0,56
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,0,0,0,0,0,0,0,0,0,15,6,0,18,0,0,0,16,12,0,27
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
801031115,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
801041034,0,0,0,0,0,0,0,0,0,102,34,9,142,4,3,6,148,48,0,197
801041035,0,0,0,0,0,0,0,0,0,104,32,3,142,3,7,12,152,35,0,187
801041036,0,0,0,0,0,0,0,0,0,116,41,10,164,3,0,3,172,35,0,208
801041037,0,0,0,0,0,0,0,0,0,52,18,0,72,0,0,0,72,16,0,86
801041038,0,0,0,0,0,0,0,0,0,57,16,4,77,5,3,5,82,15,0,101
801041039,0,0,0,0,0,0,0,0,0,84,20,4,111,3,0,4,109,33,0,150
801041040,0,0,0,0,0,0,4,0,3,85,34,3,125,0,3,5,126,38,0,167
801041043,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6
801041044,0,0,0,0,0,0,0,0,0,127,34,0,165,0,0,5,166,40,0,208
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,0,3,0,0,0,3,3,0,7,210,100,18,332,5,4,8,339,115,0,454
801041047,0,3,0,0,0,3,0,0,5,99,29,13,137,3,0,7,143,42,0,185
801041048,0,3,0,0,0,3,0,0,3,107,40,8,150,6,3,7,163,59,0,223
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,10,11,0,26,0,0,0,26,6,0,30
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,0,0,0,0,0,0,0,0,57,36,4,97,4,3,4,103,86,0,191
801051051,0,0,0,0,0,0,0,0,0,23,18,4,42,0,0,3,44,29,0,68
801051053,0,0,0,0,0,0,0,0,0,19,0,3,24,0,0,0,24,11,0,36
801051054,0,0,0,0,0,0,0,0,0,17,14,0,37,0,0,0,39,28,0,59
801051055,0,0,0,0,0,0,0,0,0,59,29,0,88,6,3,5,94,52,0,146
801051056,0,0,0,0,0,0,0,0,0,37,16,3,57,0,0,3,61,42,0,103
801051057,0,0,0,0,0,0,0,0,0,67,38,3,108,0,4,10,115,43,0,159
801051058,0,0,0,0,0,0,0,0,0,56,33,3,92,3,7,5,100,62,0,167
801051060,0,0,0,0,0,0,0,0,0,30,13,3,42,0,0,0,44,29,0,73
801051061,0,3,0,0,0,3,0,0,4,86,48,4,143,3,6,9,153,64,0,219
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,0,0,0,0,0,0,4,24,13,3,44,0,0,0,44,20,0,62
801051125,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,0,0,0,0,0,0,0,17,8,0,24,5,0,7,25,21,0,50
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,0,0,3,34,22,3,55,0,0,4,61,26,3,88
801061063,0,0,0,0,0,0,0,0,0,17,6,0,27,0,0,0,27,7,3,36
801061064,0,0,0,0,0,0,0,0,0,61,27,3,92,3,3,8,99,30,0,123
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,0,0,0,0,0,0,0,119,41,6,165,3,8,14,173,93,0,272
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,0,0,0,0,0,45,14,3,64,3,0,3,70,37,0,105
801061070,0,0,0,0,0,0,0,0,0,33,12,0,50,0,0,0,50,40,0,91
801061129,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,14,7,0,23
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
801061131,0,0,0,0,0,0,0,0,0,57,10,0,65,0,0,0,67,25,0,98
801071071,0,0,0,0,0,0,0,0,0,111,46,3,163,4,3,6,165,58,0,232
801071072,0,0,0,0,0,0,0,0,0,99,50,9,154,0,0,0,158,53,0,208
801071073,0,0,0,0,0,0,0,0,0,118,52,3,177,8,3,11,185,52,0,234
801071074,0,0,0,0,0,0,3,0,6,114,45,12,172,4,4,8,179,70,0,251
801071075,0,0,0,0,0,0,0,0,0,99,40,4,146,3,3,4,151,59,0,213
801071076,0,0,0,0,0,0,0,0,0,39,19,3,55,0,0,0,59,16,0,75
801071077,0,0,0,0,0,0,3,0,3,50,20,0,71,3,3,5,84,42,0,121
801071078,0,3,0,0,0,3,0,0,3,200,72,16,288,3,8,10,302,95,3,392
801071079,0,0,0,0,0,0,0,0,3,60,32,3,96,4,0,4,96,50,0,152
801071080,0,0,0,0,0,0,0,0,0,42,10,0,59,3,0,3,56,31,0,91
801071081,0,0,0,0,0,0,0,0,3,101,36,9,140,3,3,8,147,52,3,202
801071082,0,3,0,0,0,3,3,3,9,278,148,18,444,12,18,32,470,225,7,703
801071083,0,0,0,0,0,0,0,0,0,22,5,0,32,0,0,0,33,7,0,43
801071084,0,3,0,0,0,3,0,0,3,122,41,9,178,6,0,6,185,56,0,239
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,0,0,3,30,15,4,50,0,0,3,53,34,0,89
801071087,0,0,0,0,0,0,0,0,0,85,31,9,122,7,4,7,130,62,0,191
801071088,0,0,0,0,0,0,0,0,0,93,42,9,140,9,0,9,148,44,3,192
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,0,0,0,0,0,4,3,5,141,62,7,209,8,8,16,221,115,5,341
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,0,0,0,0,0,0,26,10,3,41,0,0,0,39,20,0,59
801081092,0,0,0,0,0,0,0,0,4,52,37,4,87,0,3,5,94,42,0,133
801081093,0,0,0,0,0,0,0,0,0,43,29,7,77,0,3,3,77,40,4,125
801081094,0,0,0,0,0,0,0,0,0,58,23,0,79,0,0,0,79,29,0,114
801081095,0,0,0,0,0,0,0,0,0,55,28,4,86,6,5,6,100,57,3,156
801081096,0,3,0,0,0,3,0,0,3,26,19,4,48,5,0,5,57,28,3,84
801081097,0,0,0,0,0,0,0,0,0,28,24,0,54,3,0,4,57,36,0,97
801081098,0,0,0,0,0,0,0,0,0,47,27,3,81,7,0,7,81,42,0,126
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,0,0,0,0,0,0,48,20,0,66,0,3,3,70,34,0,107
801091100,0,0,0,0,0,0,0,0,4,76,28,5,111,3,0,3,113,52,0,168
801091101,0,0,0,0,0,0,0,0,0,52,24,3,76,0,0,0,77,38,0,119
801091102,0,0,0,0,0,0,0,0,0,34,15,0,54,0,0,0,56,27,0,79
801091103,0,0,0,0,0,0,3,0,3,42,13,0,53,0,4,4,62,36,0,98
801091104,0,0,0,0,0,0,0,0,0,28,16,0,48,0,0,0,48,33,0,80
801091105,0,0,0,0,0,0,0,0,0,34,22,0,58,4,0,5,60,49,0,110
801091106,0,0,0,0,0,0,0,0,0,40,15,0,62,3,0,3,64,41,0,104
801091107,0,0,0,0,0,0,0,0,0,11,6,0,13,0,0,0,13,4,0,16
801091108,0,0,0,0,0,0,0,0,0,37,14,5,54,0,0,0,54,27,0,90
801091109,0,0,0,0,0,0,0,0,0,42,7,3,48,0,0,0,50,28,0,77
801091110,0,0,0,0,0,0,0,0,0,37,10,0,52,0,0,3,53,21,0,78
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,25,15,0,37,3,3,5,43,6,0,53
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,41,9,4,54,3,0,3,53,4,0,65
801111140,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,8,6,0,15
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901011001,0,0,0,0,0,0,0,0,0,16,8,3,25,0,0,0,29,10,0,35
901021002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
901031003,0,0,0,0,0,0,3,3,12,3,4,3,10,0,0,0,15,19,3,37
901041004,0,0,0,0,0,0,0,0,0,35,18,3,52,0,0,0,52,11,0,66
997979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
