SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL51016,159,282,337,214,182,125,158,134,30,1621
SAL51017,4,0,0,0,0,0,5,3,0,16
SAL51018,4,0,0,0,0,0,0,0,0,4
SAL51019,4,0,0,0,0,0,0,4,0,15
SAL51020,0,4,15,0,0,0,50,5,0,78
SAL51021,1089,2509,552,708,716,452,187,316,72,6599
SAL51022,0,0,0,0,0,0,0,0,0,0
SAL51023,7,0,0,0,0,3,0,0,0,22
SAL51024,23,20,12,16,20,7,12,26,6,137
SAL51025,61,123,76,57,70,34,31,70,0,523
SAL51026,179,279,260,178,200,123,117,121,27,1490
SAL51027,0,0,0,0,0,0,0,0,0,5
SAL51028,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0
SAL51030,713,1410,290,326,532,326,72,146,56,3881
SAL51031,97,147,177,99,137,87,88,85,20,947
SAL51032,0,0,0,0,0,0,0,0,0,0
SAL51033,23,36,161,18,20,0,152,83,16,498
SAL51034,14,0,0,0,0,0,0,0,5,18
SAL51035,3,0,0,0,0,0,0,0,0,7
SAL51036,154,295,262,232,203,169,133,188,18,1650
SAL51037,22,5,0,0,0,0,0,4,0,38
SAL51038,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0
SAL51040,70,46,97,37,52,22,62,62,18,467
SAL51041,18,7,20,4,10,5,11,40,0,120
SAL51042,11,11,9,11,0,3,7,5,6,70
SAL51043,0,4,0,0,0,0,0,4,0,8
SAL51044,28,21,32,12,11,8,16,10,0,142
SAL51045,0,0,0,0,0,0,0,0,0,0
SAL51046,0,5,0,0,0,0,8,3,0,15
SAL51047,469,861,550,394,423,285,127,211,55,3363
SAL51048,16,4,12,5,5,3,6,16,3,71
SAL51049,12,15,12,25,12,0,12,12,5,95
SAL51050,15,32,41,11,23,9,32,18,0,173
SAL51051,13,9,18,15,4,16,9,13,0,87
SAL51052,6,9,4,6,0,4,13,8,0,51
SAL51053,14,0,3,0,5,5,0,0,0,24
SAL51054,4,0,0,0,0,0,0,0,0,3
SAL51055,203,331,241,148,166,110,116,112,18,1444
SAL51056,47,45,128,62,80,31,77,87,17,578
SAL51057,5,0,0,0,0,0,0,0,0,8
SAL51058,0,4,10,5,0,4,0,0,0,32
SAL51059,27,4,11,4,3,0,11,21,0,77
SAL51060,11,16,13,3,7,5,6,3,5,76
SAL51061,12,3,3,0,0,0,5,0,0,27
SAL51062,20,0,8,0,6,0,0,8,0,40
SAL51063,6,0,6,0,0,0,0,9,0,22
SAL51064,114,373,127,160,158,153,58,117,33,1300
SAL51065,5,3,3,0,0,0,0,6,0,21
SAL51066,0,5,0,4,0,0,0,4,0,13
SAL51067,30,10,20,9,10,10,10,66,4,175
SAL51068,0,0,0,0,0,0,0,0,0,0
SAL51069,138,295,126,121,131,88,40,44,13,998
SAL51070,46,22,47,21,28,3,31,28,3,232
SAL51071,15,8,9,0,3,9,4,10,0,64
SAL51072,8,0,0,0,0,0,0,0,0,8
SAL51073,0,0,0,0,0,0,0,0,0,3
SAL51074,12,0,0,0,0,0,0,3,0,21
SAL51075,10,0,4,4,0,0,3,0,6,23
SAL51076,19,19,61,12,15,14,20,12,0,160
SAL51077,11,0,0,0,3,0,0,0,0,18
SAL51078,3,4,6,0,0,0,0,0,0,13
SAL51079,0,0,0,0,0,0,0,0,0,0
SAL51080,0,0,0,0,0,0,0,0,0,0
SAL51081,6,3,4,4,0,0,4,0,0,34
SAL51082,8,0,0,0,0,0,0,0,0,10
SAL51083,69,56,55,42,36,19,47,75,4,383
SAL51084,9,0,7,0,3,0,6,0,0,31
SAL51085,8,0,8,0,0,0,0,4,0,23
SAL51086,50,22,9,10,11,9,14,18,3,144
SAL51087,0,0,0,0,3,0,0,0,0,9
SAL51088,33,16,26,17,18,17,19,29,0,165
SAL51089,5,3,3,5,0,4,4,0,0,26
SAL51090,12,3,4,0,11,0,10,0,0,48
SAL51091,10,0,0,0,3,0,3,0,0,20
SAL51092,85,37,26,13,31,17,21,38,9,287
SAL51093,192,275,276,223,169,140,133,247,23,1687
SAL51094,10,15,11,0,9,0,4,6,0,62
SAL51095,12,8,8,0,4,6,0,11,0,51
SAL51096,0,0,4,0,0,0,4,0,0,9
SAL51097,0,0,0,0,0,0,0,0,0,0
SAL51098,873,2520,249,429,499,298,75,184,78,5211
SAL51099,39,5,0,0,5,0,0,10,0,58
SAL51100,7,0,0,0,0,0,0,0,0,12
SAL51101,6,7,8,7,8,0,0,9,4,44
SAL51102,52,3,13,3,8,3,13,54,3,155
SAL51103,6,0,0,0,0,0,0,0,0,3
SAL51104,32,0,4,0,12,3,9,8,0,58
SAL51105,4,0,0,0,0,0,0,0,0,4
SAL51106,0,0,0,0,0,0,0,0,0,0
SAL51107,7,0,0,0,0,0,0,5,0,23
SAL51108,9,0,0,0,0,0,0,0,0,13
SAL51109,20,4,11,8,3,8,12,20,3,85
SAL51110,22,10,3,3,7,0,3,8,0,50
SAL51111,223,339,961,232,253,132,873,393,78,3476
SAL51112,0,3,6,5,3,0,0,0,0,16
SAL51113,221,411,664,220,295,132,237,195,52,2419
SAL51114,12,12,22,9,13,7,23,19,0,101
SAL51115,11,0,6,3,0,4,0,8,0,34
SAL51116,0,0,5,0,0,0,0,0,0,3
SAL51117,7,0,0,0,4,0,0,0,0,17
SAL51118,13,0,10,10,3,6,4,8,0,51
SAL51119,10,12,6,0,0,0,9,7,0,39
SAL51120,14,5,0,0,0,0,0,0,0,25
SAL51121,10,0,0,0,0,0,0,3,0,18
SAL51122,575,1395,988,960,853,507,522,711,121,6635
SAL51123,15,0,0,4,3,0,0,0,0,28
SAL51124,442,848,583,413,600,360,246,329,46,3869
SAL51125,10,0,7,4,3,4,5,10,0,42
SAL51126,10,0,0,0,0,0,0,0,0,13
SAL51127,24,28,20,23,27,18,26,33,0,202
SAL51128,7,0,0,0,0,0,0,0,0,18
SAL51129,0,0,0,0,0,0,0,0,0,0
SAL51130,337,606,231,205,231,143,33,95,27,1914
SAL51131,6,0,0,0,0,0,0,0,0,7
SAL51132,27,32,33,13,20,16,21,17,3,184
SAL51133,5,0,0,0,0,0,0,0,0,13
SAL51134,3,0,0,0,0,0,0,0,0,5
SAL51135,446,626,245,196,269,139,86,90,35,2134
SAL51136,58,40,92,48,46,27,45,36,8,403
SAL51137,5,0,0,0,0,0,0,0,0,6
SAL51138,418,914,133,194,167,87,35,85,40,2073
SAL51139,7,12,26,3,3,0,14,20,0,87
SAL51140,15,7,0,0,3,0,0,5,0,40
SAL51141,11,3,0,0,0,5,0,0,0,21
SAL51142,16,0,0,6,0,0,0,0,0,35
SAL51143,5,0,0,0,0,0,0,0,0,10
SAL51144,100,243,95,69,99,51,24,48,11,739
SAL51145,7,0,0,0,0,0,0,0,0,11
SAL51146,10,0,0,0,4,0,0,0,0,14
SAL51147,911,2247,502,536,589,351,129,264,70,5591
SAL51148,106,6,13,11,7,6,9,65,6,222
SAL51149,4,0,0,0,0,0,0,0,0,10
SAL51150,32,6,6,5,10,0,5,5,0,62
SAL51151,12,0,0,0,0,0,0,0,0,9
SAL51152,12,12,3,6,0,8,4,16,3,50
SAL51153,15,10,20,9,16,9,9,7,5,84
SAL51154,4,0,0,0,0,0,0,0,0,5
SAL51155,8,0,0,0,0,0,0,0,0,11
SAL51156,18,35,86,34,25,23,61,44,9,327
SAL51157,277,344,397,344,344,269,248,385,47,2652
SAL51158,26,29,33,33,10,10,50,46,5,236
SAL51159,110,251,138,128,87,49,47,98,13,911
SAL51160,20,11,13,14,7,5,12,20,0,105
SAL51161,0,4,0,3,0,0,0,3,0,4
SAL51162,12,21,15,11,14,8,4,25,4,113
SAL51163,3,0,0,0,0,4,0,0,0,5
SAL51164,10,0,0,0,10,0,0,0,0,20
SAL51165,25,57,190,22,20,0,182,52,4,570
SAL51166,0,3,0,0,0,0,0,0,0,7
SAL51167,19,27,56,46,38,40,51,74,10,361
SAL51168,18,3,6,6,6,0,8,3,0,50
SAL51169,0,0,0,0,0,0,0,8,0,14
SAL51170,21,8,6,12,11,5,5,5,6,81
SAL51171,56,11,4,9,8,6,25,22,6,137
SAL51172,32,72,46,22,21,21,9,11,0,246
SAL51173,0,0,0,0,0,0,0,0,0,0
SAL51174,209,215,308,133,240,104,137,121,26,1499
SAL51175,75,94,88,54,36,32,26,52,20,470
SAL51176,651,1027,645,493,580,375,167,306,67,4308
SAL51177,17,0,0,0,3,0,0,0,0,28
SAL51178,12,0,4,0,0,0,0,5,0,17
SAL51179,34,16,19,20,24,12,17,14,8,164
SAL51180,9,3,4,5,3,0,8,19,0,54
SAL51181,53,60,73,42,47,13,44,41,4,379
SAL51182,3,0,0,0,0,0,0,0,0,6
SAL51183,0,0,0,0,0,0,4,0,0,6
SAL51184,46,74,161,142,63,101,83,156,13,841
SAL51185,40,55,72,20,49,17,58,36,15,360
SAL51186,10,0,0,0,5,0,3,15,0,29
SAL51187,18,0,0,0,3,0,0,0,0,22
SAL51188,10,6,18,14,0,0,7,7,3,65
SAL51189,126,180,349,273,199,185,284,302,34,1922
SAL51190,237,616,345,359,290,192,199,406,35,2677
SAL51191,22,14,13,12,4,8,4,5,0,77
SAL51192,532,1097,853,570,548,307,202,309,69,4481
SAL51193,13,4,5,8,4,7,13,14,3,75
SAL51194,26,5,3,0,4,0,11,10,0,58
SAL51195,9,0,0,0,0,0,0,0,0,12
SAL51196,9,0,7,0,4,0,4,3,0,34
SAL51197,579,1308,503,462,527,289,125,234,46,4061
SAL51198,17,26,106,28,21,5,118,18,5,352
SAL51199,10,0,0,0,0,0,0,3,0,18
SAL51200,6,10,4,5,6,0,0,3,0,34
SAL51201,31,35,144,34,44,24,259,66,20,669
SAL51202,24,11,7,5,7,0,10,11,0,73
SAL51203,4,3,4,0,0,0,0,0,0,18
SAL51204,0,0,0,0,0,0,0,0,0,0
SAL51205,187,272,218,171,187,110,79,84,21,1323
SAL51206,0,0,0,0,0,0,0,0,0,0
SAL51207,4,4,4,0,3,4,5,7,4,28
SAL51208,33,44,56,35,38,31,29,28,7,302
SAL51209,255,680,477,371,409,211,236,326,39,2998
SAL51210,139,240,499,322,259,244,370,413,35,2530
SAL51211,9,5,5,0,0,0,0,7,0,30
SAL51212,0,0,0,0,0,0,0,0,0,3
SAL51213,9,11,10,5,4,5,3,3,0,51
SAL51214,5,7,6,0,5,4,9,7,0,29
SAL51215,3,3,0,0,0,0,0,0,0,10
SAL51216,0,0,0,0,0,0,0,0,0,0
SAL51217,3,0,6,0,0,4,0,3,0,18
SAL51218,11,9,3,0,0,0,12,8,0,52
SAL51219,266,453,424,276,380,200,169,201,36,2403
SAL51220,0,0,0,0,0,0,0,0,5,0
SAL51221,3,0,0,0,0,0,0,0,0,4
SAL51222,127,145,273,91,128,77,127,143,16,1130
SAL51223,54,86,76,47,65,44,25,39,12,438
SAL51224,75,45,40,51,38,32,40,89,3,420
SAL51225,184,280,28,78,65,51,10,21,17,737
SAL51226,36,64,43,44,29,10,20,22,0,268
SAL51227,48,6,11,15,19,3,15,10,0,115
SAL51228,13,0,0,0,0,0,0,9,0,23
SAL51229,0,0,0,3,0,0,0,0,0,7
SAL51230,1163,3021,873,932,902,445,292,584,152,8356
SAL51231,0,0,0,0,0,0,0,0,0,0
SAL51232,31,14,10,0,12,3,3,10,0,94
SAL51233,8,0,0,0,0,0,0,5,0,9
SAL51234,822,2140,1220,969,1095,545,598,540,116,8045
SAL51235,11,4,3,3,0,0,4,0,0,27
SAL51236,92,270,248,125,153,79,192,100,25,1282
SAL51237,78,36,53,19,39,13,25,24,10,294
SAL51238,0,0,3,0,0,3,0,7,0,23
SAL51239,10,7,6,0,7,3,5,9,0,50
SAL51240,18,29,11,9,13,5,3,6,0,94
SAL51241,13,3,0,0,3,0,0,0,0,20
SAL51242,11,0,0,0,0,0,0,0,0,10
SAL51243,21,0,5,0,0,0,5,3,0,36
SAL51244,24,24,41,28,20,12,24,32,10,210
SAL51245,66,11,8,3,7,0,13,22,0,122
SAL51246,0,5,7,5,0,4,0,3,0,36
SAL51247,114,188,361,245,151,167,294,253,22,1805
SAL51248,59,62,93,36,61,49,64,63,12,498
SAL51249,8,0,0,0,0,0,0,0,0,14
SAL51250,4,0,9,0,5,6,0,5,0,37
SAL51251,4,3,0,0,0,0,3,0,0,18
SAL51252,29,10,5,4,0,0,5,5,0,61
SAL51253,12,17,41,4,4,0,39,16,3,135
SAL51254,25,17,20,21,20,0,18,21,0,142
SAL51255,25,10,7,9,11,7,6,19,3,94
SAL51256,48,24,18,23,15,8,5,31,8,178
SAL51257,7,23,12,9,13,5,0,9,0,74
SAL51258,74,68,91,51,46,38,50,78,22,523
SAL51259,327,403,569,125,301,94,236,167,47,2276
SAL51260,542,744,1255,869,687,654,660,733,131,6278
SAL51261,0,0,0,0,0,0,0,0,0,0
SAL51262,6,10,20,10,0,4,11,11,0,71
SAL51263,3,3,18,8,6,0,10,6,4,50
SAL51264,17,28,15,10,7,14,8,10,6,101
SAL51265,0,0,0,0,0,0,0,0,0,0
SAL51266,7,0,0,0,5,0,6,0,0,14
SAL51267,0,0,0,0,0,0,0,0,0,4
SAL51268,41,11,18,20,7,15,19,29,0,159
SAL51269,20,0,0,0,5,3,0,12,0,44
SAL51270,24,57,37,21,20,11,7,24,0,193
SAL51271,270,706,520,533,420,267,398,469,82,3668
SAL51272,8,5,0,5,4,0,6,3,0,45
SAL51273,8,5,0,0,0,0,0,4,0,17
SAL51274,4,3,3,0,0,3,0,0,0,16
SAL51275,122,131,121,63,75,68,37,95,12,723
SAL51276,8,0,4,0,0,0,3,3,0,21
SAL51277,16,12,11,14,7,3,5,10,0,73
SAL51278,509,863,882,650,588,395,296,444,68,4689
SAL51279,6,0,9,11,9,4,27,9,3,76
SAL51280,29,34,86,77,49,74,63,117,15,544
SAL51281,77,25,38,14,33,14,52,25,13,284
SAL51282,78,73,193,127,98,79,160,121,26,949
SAL51283,9,3,0,0,0,0,0,14,0,20
SAL51284,11,0,4,0,4,0,3,3,0,21
SAL51285,4,5,11,5,7,8,3,4,0,50
SAL51286,0,0,5,0,5,0,0,3,3,14
SAL51287,229,455,327,301,311,189,233,252,55,2356
SAL51288,11,5,7,3,0,4,4,6,3,47
SAL51289,39,0,8,14,4,9,7,7,0,91
SAL51290,11,6,6,0,0,0,0,6,0,24
SAL51291,0,0,0,0,0,0,0,0,0,0
SAL51292,4,0,0,4,0,0,5,5,0,19
SAL51293,22,28,26,20,17,11,10,13,4,146
SAL51294,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0
SAL51296,196,262,383,328,289,165,160,244,56,2091
SAL51297,23,4,6,3,11,3,0,9,0,59
SAL51298,322,901,364,332,361,223,156,228,40,2924
SAL51299,714,1617,922,786,793,449,462,503,107,6348
SAL51300,63,45,52,39,41,27,28,31,8,334
SAL51301,635,833,1185,1001,778,501,572,805,121,6430
SAL51302,0,3,7,0,0,0,11,15,3,37
SAL51303,0,0,0,0,0,0,0,0,0,0
SAL51304,17,0,0,0,0,0,0,7,0,36
SAL51305,17,29,25,50,19,11,19,29,0,197
SAL51306,41,50,39,30,26,9,14,35,5,258
SAL51307,69,67,124,46,63,29,55,46,8,499
SAL51308,528,755,648,351,454,291,248,245,35,3552
SAL51309,22,15,20,10,10,13,7,12,4,108
SAL51310,42,6,13,10,13,0,0,17,0,98
SAL51311,4,0,0,0,0,0,0,0,0,11
SAL51312,249,599,125,139,165,114,43,53,26,1518
SAL51313,8,16,19,0,4,0,36,19,4,103
SAL51314,28,6,25,34,10,6,0,15,0,126
SAL51315,10,5,4,6,9,0,4,4,0,50
SAL51316,17,26,30,13,12,9,13,10,5,122
SAL51317,11,3,0,0,0,0,0,6,0,22
SAL51318,7,3,11,6,4,0,0,6,0,39
SAL51319,313,549,652,474,388,269,315,326,64,3346
SAL51320,48,5,3,3,4,3,4,4,4,81
SAL51321,250,502,92,111,170,84,40,61,14,1326
SAL51322,105,238,138,118,110,68,59,72,14,916
SAL51323,69,87,83,48,51,46,33,26,4,450
SAL51324,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,3
SAL51326,10,0,3,5,3,0,8,8,5,44
SAL51327,17,8,0,3,0,0,4,6,0,47
SAL51328,62,102,108,58,62,27,39,39,6,499
SAL51329,27,0,5,5,9,0,4,8,0,54
SAL51330,1586,3470,1355,1197,1176,687,402,562,180,10619
SAL51331,0,0,0,0,0,0,0,0,0,0
SAL51332,78,45,26,25,22,15,4,20,0,239
SAL51333,13,0,0,0,0,3,0,11,0,28
SAL51334,18,0,0,0,0,0,0,14,0,30
SAL51335,25,5,4,0,3,0,0,0,0,46
SAL51336,6,6,4,0,5,0,0,0,0,22
SAL51337,768,1101,1291,972,773,615,466,554,115,6664
SAL51338,6,14,18,13,8,10,6,17,0,97
SAL51339,142,155,284,118,167,90,133,110,50,1254
SAL51340,359,545,956,737,655,449,733,708,82,5230
SAL51341,14,5,4,0,6,4,10,4,0,39
SAL51342,65,77,47,28,27,10,11,26,7,281
SAL51343,5,0,0,0,0,0,0,0,0,7
SAL51344,0,0,0,0,0,0,0,0,0,0
SAL51345,360,852,226,206,301,161,83,141,25,2349
SAL51346,341,1162,101,187,193,125,33,99,20,2264
SAL51347,0,0,0,0,0,0,0,0,0,0
SAL51348,194,334,332,248,200,140,133,175,35,1797
SAL51349,0,0,0,0,0,0,0,0,0,0
SAL51350,8,4,5,5,0,0,0,8,0,36
SAL51351,73,115,119,79,62,62,41,64,7,621
SAL51352,160,281,313,215,225,134,127,163,34,1651
SAL51353,24,32,77,43,47,35,46,57,10,373
SAL51354,195,359,431,263,203,174,171,190,45,2038
SAL51355,0,0,5,0,0,0,10,9,0,20
SAL51356,0,0,0,0,0,0,0,0,0,0
SAL51357,13,5,0,3,0,0,0,11,0,39
SAL51358,0,0,0,0,0,0,0,0,0,0
SAL51359,274,405,525,195,248,130,337,163,29,2311
SAL51360,711,1168,408,442,502,331,96,182,61,3898
SAL51361,10,0,0,0,6,0,4,0,0,11
SAL51362,42,32,119,45,39,45,137,77,10,553
SAL51363,417,909,709,463,519,334,321,437,60,4160
SAL51364,9,0,0,0,4,0,0,0,0,12
SAL51365,40,50,54,62,51,41,37,58,10,398
SAL51366,4,0,0,0,3,0,0,0,0,11
SAL51367,10,10,0,0,0,0,3,0,4,32
SAL51368,270,728,148,198,139,87,64,95,22,1754
SAL51369,9,0,0,0,0,0,0,3,0,8
SAL51370,4,8,7,4,6,0,9,6,0,46
SAL51371,274,471,309,212,325,144,170,132,29,2059
SAL51372,364,593,1331,516,539,324,883,585,152,5295
SAL51373,153,217,525,236,241,149,405,259,23,2210
SAL51374,8,0,0,0,0,0,0,4,0,11
SAL51375,34,3,7,0,0,0,0,4,0,44
SAL51376,0,0,0,0,4,0,0,0,0,6
SAL51377,247,486,545,364,388,221,310,383,49,2984
SAL51378,7,0,0,0,0,0,3,0,0,22
SAL51379,9,0,0,4,0,0,0,4,4,21
SAL51380,17,3,0,0,5,0,0,4,5,23
SAL51381,1149,2663,554,669,808,489,193,322,116,6954
SAL51382,57,4,11,4,4,0,0,14,0,105
SAL51383,19,4,0,0,5,0,0,0,0,34
SAL51384,3,0,0,0,0,0,0,4,0,7
SAL51385,29,6,5,6,5,4,4,10,0,68
SAL51386,3,0,0,4,3,0,3,4,0,20
SAL51387,9,0,0,0,0,0,0,0,0,11
SAL51388,12,0,0,0,0,0,0,0,0,12
SAL51389,0,0,0,0,0,0,0,0,0,7
SAL51390,190,187,321,181,168,148,206,158,25,1595
SAL51391,18,8,4,4,3,0,9,0,0,46
SAL51392,20,0,3,0,0,3,4,7,0,45
SAL51393,48,14,46,19,36,18,37,45,6,275
SAL51394,762,1539,1026,776,885,555,475,533,98,6645
SAL51395,54,49,115,88,55,67,99,127,13,666
SAL51396,552,952,1006,629,670,434,425,550,101,5323
SAL51397,120,244,222,240,136,141,84,162,31,1386
SAL51398,9,9,5,3,3,0,3,5,0,43
SAL51399,18,14,30,14,11,12,14,15,0,124
SAL51400,6,0,0,0,0,0,0,0,0,4
SAL51401,14,39,14,45,14,7,10,22,11,171
SAL51402,282,745,382,376,310,199,170,266,49,2786
SAL51403,6,10,0,0,7,3,3,0,0,34
SAL51404,36,41,53,33,33,23,22,23,9,270
SAL51405,815,1551,645,470,772,496,184,301,82,5319
SAL51406,13,17,10,8,10,0,8,17,4,79
SAL51407,0,0,0,0,0,0,0,0,0,0
SAL51408,159,244,236,132,166,84,98,106,28,1251
SAL51409,0,0,4,0,0,0,0,0,0,3
SAL51410,67,97,145,66,80,51,58,71,10,643
SAL51411,51,96,85,39,43,26,31,36,5,415
SAL51412,4,0,0,0,0,0,0,0,0,4
SAL51413,100,146,252,193,195,174,184,193,31,1469
SAL51414,0,6,0,0,0,0,0,0,0,8
SAL51415,4,16,5,9,6,5,0,7,0,56
SAL51416,893,2676,321,419,562,313,77,191,76,5534
SAL51417,664,1433,1021,770,855,478,443,553,85,6295
SAL51418,22,6,8,8,7,0,5,3,0,58
SAL51419,63,143,137,117,89,67,66,73,14,759
SAL51420,366,533,664,454,499,308,347,396,84,3655
SAL51421,498,962,93,279,201,140,36,59,21,2293
SAL51422,26,5,11,4,6,0,6,11,0,76
SAL51423,0,4,14,5,4,0,6,15,3,53
SAL51424,28,7,0,5,4,4,5,0,0,55
SAL51425,4,0,0,0,0,0,0,0,0,8
SAL51426,5,0,0,0,0,0,0,4,0,19
SAL51427,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0
SAL51430,17,6,17,8,6,0,12,10,0,71
SAL51431,8,0,4,3,0,5,0,7,0,26
SAL51432,16,0,0,0,0,0,0,7,0,20
SAL51433,7,22,6,14,0,6,3,9,6,79
SAL51434,4,0,0,0,0,0,0,0,0,11
SAL51435,589,924,875,659,685,507,358,432,94,5120
SAL51436,108,182,115,83,83,44,46,65,10,732
SAL51437,0,0,0,0,0,0,0,0,0,5
SAL51438,7,8,0,0,5,0,0,3,0,25
SAL51439,11,6,4,3,5,0,3,9,3,44
SAL51440,21,56,98,13,10,0,90,29,0,320
SAL51441,21,0,3,0,4,0,0,6,0,33
SAL51442,41,11,7,7,8,3,3,11,3,99
SAL51443,0,4,6,0,0,0,3,0,0,17
SAL51444,12,0,3,0,5,0,4,3,0,30
SAL51445,0,0,0,0,0,0,0,0,0,0
SAL51446,495,552,474,368,438,280,230,222,52,3118
SAL51447,15,8,6,4,0,0,0,3,0,44
SAL51448,861,1742,1911,1390,1463,922,1150,1325,183,10944
SAL51449,17,12,23,17,12,3,19,14,4,122
SAL51450,18,3,7,5,3,4,0,4,0,52
SAL51451,4,0,0,0,0,0,0,0,0,4
SAL51452,13,4,0,0,0,0,0,6,0,21
SAL51453,20,0,3,4,0,0,0,0,0,29
SAL51454,0,0,0,0,0,0,0,0,0,0
SAL51455,0,4,0,0,0,0,0,0,0,10
SAL51456,117,172,357,123,141,69,362,110,34,1487
SAL51457,5,0,0,0,0,0,0,0,0,12
SAL51458,61,74,90,63,64,34,52,50,12,498
SAL51459,9,0,0,0,3,0,0,6,0,12
SAL51460,0,0,0,0,0,0,0,0,0,0
SAL51461,7,0,0,3,0,0,0,4,0,13
SAL51462,43,23,32,23,16,10,12,19,3,179
SAL51463,7,3,3,0,8,0,0,3,0,38
SAL51464,0,0,0,0,0,0,0,3,0,6
SAL51465,0,0,0,0,0,0,0,0,0,0
SAL51466,10,0,13,3,3,5,3,5,0,38
SAL51467,250,781,351,288,326,156,128,131,39,2447
SAL51468,31,10,6,8,13,6,4,0,3,76
SAL51469,0,0,0,0,0,0,0,0,0,0
SAL51470,268,520,141,157,158,116,23,69,26,1477
SAL51471,10,3,0,3,0,0,0,7,0,22
SAL51472,432,1244,570,539,562,350,240,437,71,4436
SAL51473,5,0,0,0,0,0,0,0,0,9
SAL51474,11,0,12,3,5,4,5,3,0,46
SAL51475,155,194,354,193,169,128,191,199,21,1596
SAL51476,16,0,0,0,0,0,3,4,0,32
SAL51477,8,0,0,0,0,0,0,0,0,18
SAL51478,47,17,40,18,13,9,18,32,5,210
SAL51479,0,0,4,0,0,0,7,3,0,14
SAL51480,22,13,15,8,4,5,5,10,0,91
SAL51481,0,0,0,0,0,0,0,0,0,0
SAL51482,35,37,59,27,39,15,23,18,0,264
SAL51483,13,5,3,0,0,0,0,4,0,34
SAL51484,3,4,22,5,0,0,17,3,7,73
SAL51485,56,98,173,122,92,83,135,172,20,953
SAL51486,41,40,106,66,52,64,62,100,11,551
SAL51487,0,0,0,0,0,0,0,0,0,0
SAL51488,14,0,0,0,0,0,5,5,0,30
SAL51489,146,190,283,189,147,125,134,170,19,1400
SAL51490,648,1873,637,639,627,376,288,415,95,5591
SAL51491,0,0,0,0,0,0,0,0,0,0
SAL51492,32,35,95,31,45,31,78,56,12,414
SAL51493,0,0,0,0,0,0,0,0,0,0
SAL51494,76,133,85,114,106,48,50,50,16,677
SAL51495,26,6,5,0,4,0,3,7,0,56
SAL51496,10,5,6,5,0,0,0,4,0,18
SAL51497,7,3,0,0,4,0,3,0,0,21
SAL51498,14,7,3,0,3,3,0,0,0,28
SAL51499,10,3,5,0,0,0,6,3,0,24
SAL51500,98,133,219,143,151,112,136,138,22,1150
SAL51501,77,56,95,62,55,44,64,102,14,567
SAL51502,473,767,1127,783,623,470,592,662,97,5598
SAL51503,20,0,0,0,5,0,0,3,0,26
SAL51504,15,4,4,0,3,0,0,0,0,31
SAL51505,28,16,16,8,15,4,13,12,3,118
SAL51506,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0
SAL51508,59,96,100,45,75,31,38,43,10,499
SAL51509,0,3,0,4,0,0,0,3,0,23
SAL51510,35,24,23,17,16,19,11,14,4,162
SAL51511,9,4,3,0,0,6,4,9,4,29
SAL51512,12,0,0,0,3,0,0,5,0,19
SAL51513,0,0,0,0,0,0,0,0,0,0
SAL51514,12,6,0,0,0,0,0,4,0,21
SAL51515,0,0,0,0,4,0,0,0,0,10
SAL51516,0,8,0,4,0,0,0,0,0,12
SAL51517,3,0,0,0,0,0,0,0,0,5
SAL51518,29,7,19,5,10,6,40,24,3,147
SAL51519,290,577,416,273,389,170,146,151,39,2452
SAL51520,13,0,4,0,8,0,0,0,0,32
SAL51521,255,468,312,354,264,185,146,179,26,2192
SAL51522,16,3,5,6,5,3,7,15,0,62
SAL51523,3,0,4,0,4,0,5,8,0,20
SAL51524,42,0,3,4,4,3,7,16,0,78
SAL51525,215,257,344,222,190,164,162,156,35,1745
SAL51526,610,881,1089,701,754,465,457,629,94,5666
SAL51527,26,4,0,3,4,0,0,5,0,44
SAL51528,8,22,0,4,4,0,0,0,0,37
SAL51529,11,11,18,0,11,3,13,8,0,75
SAL51530,20,25,0,12,13,4,0,9,0,82
SAL51531,7,4,0,0,0,0,0,0,0,14
SAL51532,13,4,3,0,0,0,0,5,0,29
SAL51533,8,13,12,34,9,5,5,14,10,104
SAL51534,372,565,966,652,535,410,516,618,87,4720
SAL51535,8,0,5,0,0,0,0,11,4,30
SAL51536,126,90,278,114,109,66,209,152,22,1161
SAL51537,3,0,0,0,0,0,0,0,0,7
SAL51538,17,0,0,0,0,0,0,0,0,28
SAL51539,4,0,0,0,0,0,0,0,0,7
SAL51540,54,67,66,50,52,48,22,46,6,415
SAL51541,227,493,283,221,284,151,88,142,27,1924
SAL51542,11,7,7,4,15,8,3,8,0,58
SAL51543,7,0,0,0,0,0,0,3,0,17
