SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
215011394,2742,2659,5400,103,112,213,6,11,16,126,132,257,3,3,7,3,3,3,11,12,15,3,4,4,3,0,3,0,3,3,0,0,0,153,165,318,9,9,17,17,6,24,278,287,571,287,310,593,3306,3259,6564
215021395,2844,2739,5579,72,72,152,30,25,54,208,227,432,4,3,10,13,11,26,7,3,7,0,0,3,5,4,7,0,0,0,0,0,0,265,273,538,13,10,23,4,9,10,360,368,728,258,233,487,3453,3335,6790
215021396,1889,1885,3773,72,62,129,20,18,36,134,154,287,3,0,3,9,10,24,3,10,15,0,0,0,3,4,9,0,0,0,0,0,0,181,194,372,4,10,13,4,4,13,260,262,526,219,209,429,2361,2357,4721
215021398,1563,1402,2964,60,69,128,19,7,28,66,69,132,0,0,0,14,16,26,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,98,93,189,26,21,48,4,5,8,182,188,367,193,164,354,1932,1752,3685
215021399,2223,2188,4411,127,104,227,23,23,46,154,181,339,7,0,3,15,17,31,7,11,22,0,4,7,6,11,17,0,0,0,0,0,0,216,241,463,14,12,24,7,6,18,362,364,729,336,336,668,2919,2890,5812
215021469,6172,6586,12756,455,451,902,116,141,261,577,655,1230,35,30,71,52,54,104,9,11,25,5,0,6,5,8,8,7,4,8,0,0,0,800,909,1711,159,136,294,44,34,75,1454,1534,2983,1040,1044,2084,8665,9164,17826
215021470,5116,5765,10879,258,299,554,59,50,111,495,542,1034,16,17,36,58,58,121,22,20,38,0,0,0,12,17,21,0,0,0,0,0,0,662,708,1365,69,53,125,11,14,25,998,1074,2071,695,735,1433,6806,7573,14380
215031400,2515,2452,4971,119,117,236,5,7,9,107,120,229,4,11,19,9,7,9,0,3,8,0,3,7,0,0,0,0,0,0,0,0,0,134,151,285,8,11,19,6,3,9,266,284,541,335,311,650,3116,3040,6156
215031401,2801,2709,5510,136,140,275,21,31,47,87,89,173,17,13,24,0,0,3,3,5,4,0,0,0,3,4,6,0,0,0,0,0,0,132,138,268,3,0,3,8,7,12,276,282,558,277,244,516,3347,3240,6586
215031402,1471,1596,3070,79,93,170,10,8,16,67,85,151,9,9,18,0,0,0,7,3,8,0,0,0,0,0,3,0,3,3,0,0,0,92,107,194,0,3,3,3,3,8,178,208,384,199,204,399,1842,2011,3856
215031403,1212,1152,2364,69,70,133,9,9,21,45,65,106,0,6,7,7,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,68,79,147,50,45,92,0,0,0,180,193,370,268,255,524,1657,1597,3258
215031404,3911,4192,8100,369,420,796,45,42,80,219,199,421,9,9,23,7,13,17,0,0,3,0,4,4,3,4,7,0,0,0,0,0,0,294,270,556,31,18,50,15,9,25,705,717,1426,616,614,1234,5236,5530,10764
215031405,2598,2317,4916,77,68,148,14,12,26,116,126,242,8,10,11,5,4,7,3,4,13,0,0,0,0,0,3,0,0,0,0,0,0,148,153,297,18,9,28,4,3,7,243,235,479,493,432,926,3337,2986,6319
216011406,5393,5857,11256,394,454,850,117,128,241,297,341,638,25,24,52,8,6,14,11,9,18,3,3,7,5,7,7,0,3,5,0,0,0,459,517,981,14,26,42,19,20,37,895,1018,1909,614,661,1280,6904,7539,14440
216011407,4340,4375,8714,289,285,575,10,12,24,185,189,380,24,20,42,0,0,3,6,3,6,3,3,3,0,0,3,0,0,0,0,0,0,236,227,465,18,22,34,15,11,22,560,540,1103,453,505,961,5357,5419,10770
216011408,1622,1491,3117,32,39,74,21,18,40,71,76,143,3,3,11,3,3,4,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,101,107,208,4,4,4,3,4,9,139,155,292,185,181,362,1944,1824,3768
216011409,1562,1620,3182,68,55,127,13,16,30,69,93,165,3,3,6,0,0,0,0,3,3,0,5,4,0,0,0,0,0,0,0,0,0,84,126,211,0,0,3,6,11,13,163,187,353,152,148,307,1886,1958,3838
216011410,1715,1580,3293,52,58,109,4,3,10,102,99,197,5,3,14,4,3,3,0,0,0,3,3,5,3,0,3,0,0,3,0,0,0,122,112,225,4,3,4,3,3,9,183,173,349,181,178,361,2080,1920,4003
216021411,2383,2449,4831,172,191,364,61,61,118,127,112,237,12,10,18,0,4,7,3,3,8,0,3,4,5,0,7,0,0,0,0,0,0,209,188,400,25,25,56,14,4,14,416,415,834,297,305,600,3097,3173,6264
216021412,1063,991,2056,13,26,43,14,14,28,72,66,141,3,3,9,0,0,0,4,0,6,0,0,4,0,0,0,0,0,0,0,0,0,99,89,188,9,4,15,3,0,3,127,119,243,128,122,248,1313,1233,2546
216021413,4893,4844,9746,345,365,708,30,51,87,242,244,484,23,28,53,3,4,3,13,6,21,3,3,4,0,0,3,0,0,3,0,0,0,320,341,658,20,22,37,10,8,19,686,739,1424,520,461,973,6099,6039,12140
216021414,2851,2999,5844,264,265,530,46,58,103,171,196,366,15,22,29,3,0,8,17,10,27,0,0,0,5,0,3,0,0,0,0,0,0,255,293,545,8,12,20,19,23,37,544,586,1130,437,434,875,3834,4017,7854
216031415,2923,3118,6041,136,156,292,14,15,28,254,286,539,9,14,25,7,9,19,0,0,4,0,0,7,4,4,11,0,0,0,0,0,0,297,325,628,23,37,55,12,9,21,465,527,994,396,439,830,3787,4082,7866
216031416,6811,6968,13783,372,441,814,41,47,91,682,726,1405,34,31,72,12,10,20,6,7,15,10,12,21,4,5,13,0,0,3,0,0,0,796,840,1630,112,126,235,15,20,30,1290,1425,2711,915,926,1843,9023,9321,18336
216031417,8552,8849,17404,580,599,1174,45,42,85,664,715,1372,43,44,85,7,5,20,20,14,30,0,9,10,5,11,15,5,3,3,0,0,0,791,838,1622,113,134,253,17,24,36,1500,1593,3089,1130,1183,2321,11183,11620,22809
216031418,1680,1516,3196,37,36,72,4,9,17,109,110,219,3,3,5,3,3,4,4,0,4,0,0,0,5,3,7,0,0,0,0,0,0,129,129,257,4,14,17,5,3,4,171,177,348,135,129,262,1977,1822,3804
216031419,3987,3827,7821,193,203,400,22,10,34,229,223,450,14,22,35,6,6,9,9,9,13,8,9,15,5,3,9,0,0,0,0,0,0,286,278,560,26,28,56,9,11,18,516,512,1026,726,459,1180,5228,4799,10028
217011420,3602,3515,7118,145,155,301,8,6,21,159,149,301,9,14,27,18,21,38,3,9,15,0,0,0,0,0,3,0,0,0,0,0,0,195,204,407,4,13,17,12,11,20,354,386,743,412,380,788,4370,4272,8648
217011421,3721,4107,7827,349,388,737,19,22,45,188,218,406,13,21,34,18,16,41,5,6,17,0,3,4,0,4,4,3,0,7,0,0,0,254,293,547,24,19,44,6,6,18,639,707,1345,315,374,689,4679,5179,9857
217011422,4217,4290,8507,303,333,643,17,17,31,176,193,368,15,13,31,19,32,48,7,7,20,6,7,14,3,5,4,3,0,3,0,0,0,242,274,520,7,9,22,9,11,17,564,628,1199,485,481,968,5269,5401,10667
217011423,2609,2508,5118,57,52,115,4,8,12,120,134,252,12,5,20,10,5,15,5,8,17,0,3,4,3,4,12,0,0,0,0,0,0,159,168,323,5,14,21,3,10,9,226,244,474,209,215,428,3047,2970,6015
217031471,1310,1411,2726,95,108,201,0,0,3,85,96,183,3,7,14,0,0,3,3,0,0,3,3,4,6,0,9,0,0,0,0,0,0,101,117,216,4,3,6,0,3,3,202,223,431,149,165,316,1670,1801,3474
217031472,4669,4879,9549,434,420,854,12,17,28,252,316,570,15,12,30,12,8,16,4,5,5,3,0,3,6,9,11,0,0,0,0,0,0,305,364,670,18,23,39,12,4,14,758,819,1576,486,498,986,5910,6195,12107
217031473,2331,2122,4454,48,40,84,6,3,6,167,146,304,7,3,6,3,6,12,0,3,3,0,3,3,6,0,4,0,0,0,0,0,0,185,162,341,4,6,14,3,3,7,239,208,448,191,172,365,2761,2504,5268
217031474,2198,2153,4356,62,66,134,11,11,20,116,117,235,4,3,11,4,3,8,0,3,4,0,0,0,7,0,9,0,0,0,0,0,0,141,142,279,6,4,14,4,3,12,218,222,438,273,261,538,2691,2642,5336
217031475,2981,2817,5801,170,162,333,11,10,14,121,125,251,14,10,30,0,0,3,6,9,13,0,0,0,3,4,7,0,0,0,0,0,0,155,158,312,10,14,27,4,4,3,343,331,675,322,292,609,3642,3439,7088
217031476,1326,1296,2620,67,75,146,3,12,11,86,100,181,7,8,15,0,3,6,3,7,8,3,0,6,0,3,4,0,0,0,0,0,0,101,124,229,24,20,40,4,5,8,201,222,422,177,177,355,1702,1696,3403
217041477,2714,2603,5318,104,104,203,4,7,15,218,207,424,13,11,24,3,0,6,3,7,6,3,0,3,0,0,0,0,0,0,0,0,0,237,235,472,13,8,24,9,3,8,362,353,711,276,278,552,3349,3232,6575
217041478,3733,3808,7545,197,211,409,8,5,15,219,246,469,9,11,22,6,7,16,6,5,11,3,0,3,8,4,7,0,4,4,0,0,0,264,292,549,23,24,52,9,10,17,495,531,1031,383,382,771,4613,4732,9339
217041479,7731,8380,16112,557,598,1153,20,27,45,642,735,1379,28,36,64,18,24,42,25,30,57,8,3,14,7,7,15,3,7,6,0,0,0,754,867,1622,103,73,176,22,20,37,1436,1558,2992,847,882,1736,10009,10822,20829
217041480,4597,4966,9566,205,234,441,14,20,36,502,583,1082,21,27,51,16,16,34,7,9,15,3,7,9,4,12,15,0,0,0,0,0,0,565,673,1238,106,59,163,16,11,29,891,982,1877,641,702,1346,6133,6656,12783
297979799,13,0,12,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,12,0,11,3,0,3,28,4,29
299999499,810,544,1354,300,188,486,94,89,185,1046,961,2005,103,111,216,28,24,54,57,42,106,16,15,31,10,15,28,5,11,18,0,3,3,1368,1270,2645,331,340,666,94,64,159,2095,1859,3954,1374,795,2164,4279,3200,7480
301011001,6529,6722,13258,163,166,324,25,22,43,29,22,51,625,710,1339,11,6,10,4,3,9,0,0,3,7,3,14,0,0,0,0,0,0,697,771,1473,44,66,112,21,11,33,925,1013,1945,472,482,957,7933,8219,16152
301011002,3065,3039,6101,21,29,53,6,11,16,6,3,12,285,313,597,0,0,3,3,6,8,0,0,0,3,0,3,3,0,0,0,0,0,307,334,642,24,45,72,6,3,16,358,416,775,243,179,417,3667,3632,7301
301011003,5879,6022,11896,122,96,222,34,35,72,12,9,19,643,679,1315,0,5,3,6,3,10,3,0,3,4,3,5,6,0,10,0,0,0,704,736,1438,40,53,94,10,15,31,886,900,1782,502,590,1095,7265,7515,14779
301011004,6864,6952,13820,185,227,409,29,36,62,8,12,13,938,956,1893,10,7,17,9,13,13,3,6,10,6,10,18,0,3,3,0,0,0,1000,1029,2029,55,62,120,18,18,39,1259,1337,2598,472,476,950,8598,8771,17365
301011005,1423,1457,2882,17,16,38,15,11,18,3,0,10,219,227,448,0,0,0,3,3,7,0,0,0,3,0,0,4,0,3,0,0,0,244,241,490,11,12,23,6,3,14,283,282,559,126,139,262,1830,1874,3708
301011006,4523,4674,9196,130,126,255,29,27,57,13,28,41,532,602,1133,6,7,8,16,17,36,0,0,0,0,0,4,0,0,0,0,0,0,596,675,1274,33,39,76,15,11,21,775,848,1618,326,309,635,5623,5830,11456
301021007,5199,5754,10955,239,290,533,56,66,124,26,34,64,720,801,1518,4,6,15,8,13,27,6,3,6,4,3,7,3,4,4,0,0,0,837,934,1764,88,91,176,21,18,35,1182,1324,2506,585,656,1243,6969,7739,14701
301021008,2140,2352,4490,45,73,118,17,23,45,15,8,23,321,332,654,9,10,16,7,4,9,0,0,0,0,0,3,0,0,3,0,0,0,367,379,749,23,29,53,5,6,9,443,486,933,176,168,345,2763,3006,5768
301021009,5771,5882,11655,317,334,647,60,74,136,18,18,44,835,829,1661,15,3,18,14,10,20,9,8,13,8,8,18,3,3,3,0,0,0,950,953,1905,38,36,73,18,15,31,1316,1345,2656,559,541,1099,7645,7761,15410
301021011,3245,3116,6357,48,58,110,11,8,23,4,7,13,416,448,862,3,0,5,3,7,14,0,0,5,3,0,3,0,0,4,0,0,0,447,473,914,11,14,26,7,9,13,509,546,1056,203,187,391,3959,3847,7807
301021012,5410,5713,11120,182,212,395,66,53,119,15,24,39,907,943,1848,7,6,13,13,8,19,0,0,0,7,7,12,3,5,12,0,0,0,1014,1042,2060,79,72,155,17,17,29,1299,1337,2636,420,381,803,7128,7433,14559
301021013,5631,6281,11919,196,222,426,39,53,90,8,15,19,624,712,1336,0,0,0,4,6,12,0,0,0,3,0,3,0,4,3,0,0,0,680,783,1472,27,41,73,25,37,63,935,1090,2032,435,505,942,7005,7883,14891
301021527,3281,3265,6546,281,251,527,48,61,109,14,16,34,338,318,657,13,3,15,14,16,24,3,5,5,3,5,9,3,0,4,0,0,0,435,427,861,29,23,54,10,9,18,755,706,1461,490,467,960,4526,4436,8961
301031014,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11
301031015,2715,2853,5575,106,103,207,41,40,84,18,19,38,405,423,827,0,0,0,8,12,19,0,0,3,0,0,0,7,3,7,0,0,0,486,498,980,35,37,72,12,13,21,638,649,1280,251,230,484,3606,3735,7336
301031016,4277,4678,8953,78,97,172,27,37,61,19,17,33,557,602,1161,3,5,4,3,5,12,0,0,0,5,3,11,0,0,0,0,0,0,612,665,1277,31,36,67,15,16,33,738,818,1554,383,414,797,5398,5910,11306
301031017,1467,1494,2963,37,41,75,12,9,16,15,6,20,280,266,550,0,0,3,6,3,12,0,0,0,7,0,6,4,0,7,0,0,0,325,291,610,32,39,65,0,3,0,386,364,757,172,155,332,2034,2012,4050
301031018,3289,3483,6776,46,59,99,11,11,21,8,9,18,464,496,961,0,0,4,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,491,518,1010,54,44,99,10,3,12,602,628,1228,296,290,587,4192,4395,8591
301031019,3463,3527,6983,133,157,291,32,23,55,6,7,13,417,477,902,6,5,11,12,21,31,3,0,3,0,0,0,3,6,11,0,0,0,482,541,1021,50,59,106,0,6,10,670,759,1429,237,204,440,4369,4488,8854
301031020,4864,5048,9904,150,187,332,52,68,122,16,18,34,710,748,1456,4,11,12,16,14,27,5,0,5,5,4,9,3,3,7,0,0,0,807,863,1673,77,99,173,10,10,22,1048,1156,2200,478,474,953,6394,6672,13063
301031021,5393,5792,11188,194,200,392,39,34,70,12,14,27,734,772,1511,4,3,9,14,14,28,0,0,4,6,11,21,3,3,6,0,0,0,821,856,1678,66,74,134,25,13,35,1099,1139,2236,553,613,1163,7047,7546,14590
302011022,2826,2926,5752,52,48,103,17,16,29,0,4,4,384,389,774,7,5,13,3,6,14,0,0,3,7,9,16,0,0,0,0,0,0,421,431,851,18,38,60,3,6,10,501,520,1027,187,195,388,3516,3646,7161
302011023,3175,3485,6661,52,49,100,14,16,30,5,3,8,389,399,793,0,0,0,3,3,4,0,0,4,6,3,4,5,11,12,0,0,0,422,435,857,35,45,74,8,3,11,513,526,1040,193,188,379,3883,4197,8085
302011024,3234,3669,6905,42,44,83,17,19,37,10,11,20,538,582,1112,3,6,7,7,7,17,4,3,10,4,5,4,3,4,6,0,0,0,585,639,1226,44,55,102,21,24,39,690,761,1451,282,291,567,4207,4721,8924
302011025,3113,3379,6492,86,84,166,29,37,64,15,22,34,566,634,1197,9,11,20,3,7,9,0,0,0,3,3,9,6,0,8,0,0,0,628,707,1337,67,72,141,15,11,25,797,877,1670,253,261,512,4163,4515,8674
302011026,2973,3138,6111,27,27,54,26,30,55,30,15,43,314,354,666,0,5,3,4,4,7,0,0,0,6,6,16,4,7,13,0,0,0,388,419,810,32,28,57,0,3,4,440,475,922,207,194,404,3625,3809,7438
302021027,4661,5140,9798,61,59,117,35,30,61,9,14,26,572,638,1207,5,6,14,11,5,16,8,3,8,3,9,8,7,3,14,0,0,0,648,706,1353,71,71,139,6,12,11,785,843,1627,417,365,782,5860,6347,12205
302021028,2713,3112,5827,123,171,297,51,56,105,20,28,45,718,765,1478,8,9,16,5,8,16,3,3,7,9,3,11,0,4,9,0,0,0,819,879,1695,98,158,250,26,16,41,1063,1217,2280,434,652,1089,4211,4986,9198
302021029,2450,2542,4992,31,27,61,13,17,24,18,10,27,317,292,607,0,0,0,5,7,13,0,0,0,0,3,3,0,0,0,0,0,0,351,326,674,44,55,100,11,3,9,441,409,850,158,167,325,3050,3124,6170
302021030,1705,1762,3469,28,15,40,9,13,20,3,4,11,193,212,407,0,0,0,3,0,0,0,0,0,0,5,5,0,0,4,0,0,0,214,238,449,27,16,40,4,3,11,268,274,537,134,120,256,2109,2155,4262
302021031,4866,5031,9902,142,152,290,43,54,96,22,36,59,898,947,1850,11,13,20,4,11,11,5,3,10,6,0,5,3,4,9,0,0,0,996,1059,2058,117,110,229,25,20,38,1275,1336,2610,482,538,1020,6618,6916,13530
302021032,2198,2426,4631,34,36,68,13,26,35,18,18,30,510,534,1045,4,5,8,3,9,8,0,0,0,6,9,15,4,3,5,0,0,0,557,589,1154,42,37,79,14,11,23,646,674,1323,241,228,470,3091,3332,6423
302021033,2589,2784,5375,26,26,53,13,16,28,11,11,20,305,363,662,3,3,7,0,3,3,0,0,3,3,0,3,3,0,8,0,0,0,332,390,731,26,25,57,12,3,11,401,445,845,252,295,547,3240,3527,6768
302021034,3649,3960,7613,89,91,182,19,17,38,11,13,22,505,555,1064,7,10,14,6,4,9,0,0,0,0,0,3,0,0,0,0,0,0,547,597,1150,35,48,80,12,8,27,687,750,1437,303,285,593,4643,4995,9636
302031035,3688,3631,7316,70,55,125,22,25,38,10,11,16,465,437,903,0,3,5,10,3,8,3,3,7,3,3,8,0,0,4,0,0,0,513,481,992,73,56,127,16,10,23,664,604,1272,253,261,518,4609,4494,9103
302031036,34,34,70,0,0,0,0,0,0,0,0,0,15,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,20,0,0,0,0,0,0,15,9,20,80,24,103,128,64,191
302031037,225,209,433,3,11,13,11,7,23,3,0,3,88,115,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,125,226,11,10,18,3,0,5,116,148,267,58,58,114,401,408,812
302031038,2414,2424,4841,46,53,100,9,3,16,10,7,21,411,443,854,7,4,10,7,5,8,3,10,7,0,0,3,0,0,0,0,0,0,449,471,921,53,50,98,5,9,20,556,582,1135,255,254,508,3222,3262,6490
302031039,3560,3687,7246,151,142,288,20,27,44,12,13,22,477,446,922,0,3,7,3,3,4,0,0,0,3,0,9,0,3,3,0,0,0,515,492,1014,63,61,123,15,11,28,752,703,1450,342,455,796,4655,4847,9499
302031040,3949,3987,7936,214,220,432,58,51,117,41,32,72,966,997,1963,7,10,20,17,7,29,0,3,3,11,6,16,6,3,3,0,0,0,1109,1113,2222,148,205,355,12,15,29,1481,1560,3040,544,555,1100,5975,6104,12071
302041041,6632,6921,13549,194,186,378,17,17,38,7,7,18,726,764,1482,4,7,13,7,3,6,0,0,0,11,10,20,3,3,5,0,0,0,773,811,1586,119,125,245,13,11,28,1106,1135,2242,463,480,939,8195,8536,16728
302041042,3634,3840,7473,119,136,251,23,26,51,8,18,31,389,387,781,3,5,9,7,14,24,3,0,0,6,5,13,3,5,7,0,0,0,448,462,914,21,23,45,7,14,18,593,629,1226,334,306,637,4560,4774,9336
302041043,1377,1416,2791,21,22,43,7,8,13,3,7,13,190,205,399,4,5,9,3,3,3,0,0,0,3,0,3,0,0,0,0,0,0,216,223,442,12,8,17,6,4,10,254,258,512,153,182,340,1780,1857,3646
302041044,2543,2703,5248,59,67,124,29,37,62,3,7,8,336,334,670,3,0,3,4,0,3,3,0,4,3,3,7,3,3,7,0,0,0,378,382,764,32,40,75,21,25,43,489,517,1003,222,261,486,3250,3483,6738
302041045,4101,4726,8828,116,128,242,34,29,61,13,21,31,802,888,1685,7,9,16,3,10,16,3,0,3,3,5,9,3,4,8,0,0,0,873,963,1834,97,142,241,10,13,24,1092,1250,2339,374,412,789,5574,6384,11955
302041046,3067,3177,6250,90,84,176,20,25,42,12,14,24,680,641,1317,3,3,4,5,11,10,0,4,3,3,0,5,0,0,0,0,0,0,725,694,1420,94,108,199,26,12,39,928,907,1833,339,378,718,4336,4462,8798
303011047,4104,4350,8452,82,98,186,32,28,62,18,21,43,633,697,1335,4,0,4,6,3,13,0,0,0,3,3,7,6,3,9,0,0,0,703,755,1457,63,73,138,9,8,20,861,940,1798,380,379,761,5343,5670,11017
303011048,1901,1900,3799,47,50,91,24,36,57,18,14,33,454,479,936,4,7,13,6,10,14,0,3,4,3,0,4,0,0,0,0,0,0,518,551,1066,54,73,123,13,11,22,624,678,1304,262,269,529,2793,2848,5638
303011049,3815,4315,8133,85,87,171,29,29,59,14,17,38,671,761,1439,0,0,3,5,8,19,0,3,3,4,6,12,3,4,9,0,0,0,737,833,1575,62,78,142,27,35,61,910,1028,1943,375,398,777,5104,5749,10851
303011050,2219,2498,4716,47,39,84,10,21,28,3,7,15,483,555,1035,3,6,6,6,3,13,0,0,0,0,3,3,0,5,4,0,0,0,512,602,1107,53,71,127,16,9,29,628,721,1346,201,201,403,3049,3420,6469
303011051,6146,6584,12735,127,149,273,33,33,67,16,19,31,675,690,1362,4,6,11,9,13,21,0,0,0,3,3,11,5,5,11,0,0,3,741,771,1516,104,111,213,10,12,23,981,1038,2024,445,392,836,7575,8017,15595
303021052,3739,3793,7526,126,148,269,42,42,84,19,20,35,917,939,1859,4,11,17,11,11,25,3,8,10,3,4,5,5,12,15,0,0,0,1005,1039,2053,193,182,375,9,14,21,1331,1384,2716,514,481,998,5584,5658,11244
303021053,5467,5701,11173,231,191,423,55,67,127,33,26,60,1129,1244,2374,5,8,13,7,5,12,0,0,3,4,5,7,0,3,0,0,0,0,1239,1358,2593,155,184,344,27,19,47,1649,1754,3406,623,653,1274,7738,8109,15856
303021054,1590,1591,3178,63,46,109,14,16,30,10,14,24,410,400,807,0,0,0,3,3,10,3,0,5,0,0,0,0,0,0,0,0,0,445,435,881,79,92,170,13,9,25,594,588,1184,218,165,380,2399,2341,4742
303021055,2930,2994,5924,136,127,261,37,32,68,20,22,37,807,784,1586,0,3,4,11,11,20,3,3,4,9,3,15,4,4,4,0,0,0,886,851,1737,148,168,313,13,4,21,1179,1156,2331,372,358,724,4479,4505,8985
303021056,3053,3406,6458,52,48,109,13,15,30,14,13,27,425,426,851,4,5,13,3,0,5,3,0,7,3,3,3,3,4,8,0,0,0,472,470,946,50,57,101,7,18,24,582,594,1179,266,293,564,3897,4294,8193
303021057,2306,2408,4715,26,30,54,20,19,36,4,9,11,405,464,867,4,8,13,4,3,5,0,0,0,0,3,3,4,5,8,0,0,0,440,497,944,51,47,96,11,14,25,530,581,1117,220,208,425,3060,3195,6257
303021058,1576,1419,2994,50,45,93,19,24,50,13,14,27,618,561,1180,10,3,9,12,10,23,3,0,5,3,3,9,6,5,9,0,0,0,691,624,1317,174,199,377,12,9,27,932,880,1809,373,309,683,2886,2607,5488
303021059,3216,3395,6607,87,128,211,32,22,49,18,22,42,651,647,1299,4,9,12,5,4,11,4,0,3,0,0,3,4,0,3,0,0,0,713,711,1424,70,75,147,6,17,22,880,933,1810,484,487,973,4577,4819,9391
303031060,5512,5642,11156,199,211,415,35,34,72,28,15,46,900,865,1765,11,5,14,11,10,23,3,0,4,4,3,4,3,0,9,0,0,0,999,937,1932,287,346,639,16,19,32,1501,1512,3019,416,392,812,7433,7551,14980
303031061,1936,2068,4002,65,82,144,21,21,43,13,11,27,411,368,784,0,0,6,3,5,9,0,0,3,0,0,0,0,0,0,0,0,0,449,414,870,189,230,423,12,7,16,716,732,1450,169,191,364,2821,2989,5814
303031062,3397,3631,7030,35,52,90,25,17,37,11,9,16,364,360,721,12,10,22,0,3,3,0,0,0,7,11,19,3,5,12,0,0,0,426,410,832,63,102,166,3,5,8,522,570,1093,251,273,517,4174,4472,8648
303031063,5217,5696,10914,134,143,278,44,51,94,15,15,29,979,1000,1981,4,9,12,6,17,16,0,3,3,3,0,6,4,5,11,0,0,0,1056,1098,2146,113,124,239,8,19,29,1318,1373,2692,557,562,1120,7086,7633,14726
303031064,2305,2358,4660,46,48,91,9,13,23,9,9,15,470,500,972,3,3,7,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,497,531,1032,60,58,121,7,9,16,615,642,1256,164,146,307,3084,3147,6230
303031065,3083,3267,6356,119,97,220,25,33,58,10,15,22,699,778,1479,0,0,0,5,10,16,0,0,0,4,0,6,3,3,4,0,0,0,741,845,1583,193,233,426,21,19,41,1074,1201,2270,318,343,660,4476,4810,9285
303031066,4095,4587,8683,105,113,214,13,15,32,0,0,0,391,448,841,13,18,25,10,12,29,0,3,6,4,4,3,0,0,0,0,0,0,437,498,938,111,152,261,10,7,14,661,774,1432,275,326,604,5035,5690,10720
303041067,1875,1880,3755,55,61,115,5,9,16,6,9,11,403,386,784,0,0,0,3,0,7,0,0,0,0,0,5,0,0,0,0,0,0,416,408,831,128,128,250,7,9,18,606,609,1211,228,224,450,2710,2707,5416
303041068,3718,3771,7485,151,142,290,37,26,69,21,19,38,710,666,1378,5,0,8,5,6,12,0,0,3,3,4,4,3,3,6,0,0,0,792,729,1523,71,84,163,21,11,34,1041,968,2008,397,389,785,5152,5121,10277
