SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC22416,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC22417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22418,0,0,0,0,0,0,0,0,0,9,8,0,11,0,0,3,14,15,0,30
SSC22419,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,11,6,0,13
SSC22420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22421,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,3,0,9
SSC22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC22425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22429,0,0,0,0,0,0,0,0,0,7,8,3,21,0,0,0,21,11,0,27
SSC22430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22432,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,8,6,0,15
SSC22433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22435,0,0,0,0,0,0,0,0,0,6,7,0,10,0,0,0,9,9,0,23
SSC22436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22439,0,4,0,0,0,3,14,9,27,398,243,36,677,44,28,73,750,382,13,1146
SSC22440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22446,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7
SSC22447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22450,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,4,0,0,6
SSC22451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22453,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,12
SSC22454,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4
SSC22455,0,0,0,0,0,0,4,0,4,34,40,7,76,7,3,6,85,80,4,167
SSC22456,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SSC22457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22458,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,3,0,14
SSC22459,0,0,0,0,0,0,0,0,0,6,9,0,11,0,0,0,11,6,0,21
SSC22460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22461,0,3,0,0,0,3,0,6,8,121,87,11,221,13,16,27,244,142,9,398
SSC22462,0,7,0,0,0,7,4,0,13,189,93,19,296,12,14,24,323,187,3,508
SSC22463,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC22464,0,0,0,0,0,0,0,0,0,29,30,0,63,0,3,3,66,20,0,85
SSC22465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22467,0,0,0,0,0,0,0,0,0,7,16,0,27,0,0,4,29,23,0,52
SSC22468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22471,0,0,0,0,0,0,3,3,5,173,114,3,293,10,20,26,323,193,3,516
SSC22472,0,0,0,0,0,0,3,4,6,151,111,16,276,4,5,10,288,226,7,520
SSC22473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SSC22475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22476,0,0,0,0,0,0,0,0,8,20,25,6,51,0,5,7,55,46,0,102
SSC22477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22484,0,0,0,0,0,0,3,0,4,47,40,8,104,6,10,13,112,62,0,173
SSC22485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SSC22487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22489,0,0,0,0,0,0,0,0,0,10,11,0,24,0,0,0,24,13,0,39
SSC22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22492,0,7,0,0,6,10,19,6,35,194,195,21,412,32,28,60,465,646,19,1133
SSC22493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22494,0,0,0,0,0,0,4,0,3,16,36,4,50,3,0,7,58,46,0,105
SSC22495,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC22496,3,5,0,0,0,5,0,3,8,162,144,11,315,12,3,20,333,250,8,593
SSC22497,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,0,6
SSC22498,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,3,13,3,0,20
SSC22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC22502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22503,0,0,0,0,0,0,0,0,0,13,18,0,31,0,0,3,37,20,0,57
SSC22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22508,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,7,0,0,11
SSC22509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22512,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC22513,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,4,0,14
SSC22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22515,0,0,0,0,0,0,0,0,0,18,13,3,35,0,3,8,37,30,0,76
SSC22516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22518,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC22519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22520,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,0,15
SSC22521,0,0,0,0,0,0,0,0,0,5,4,0,17,0,0,0,17,3,0,17
SSC22522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22523,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,4
SSC22524,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,8,10,0,20
SSC22525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC22526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22530,0,0,0,0,0,0,0,0,0,7,9,0,22,4,0,4,24,13,0,39
SSC22531,0,0,0,0,0,0,0,0,0,5,5,0,12,0,0,0,12,13,0,25
SSC22532,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC22533,0,0,0,0,0,0,0,0,0,15,12,3,29,0,3,3,32,12,0,45
SSC22534,0,4,0,0,0,4,0,0,4,123,88,6,213,5,7,16,226,135,0,362
SSC22535,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,9,0,0,9
SSC22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22537,0,3,0,0,0,3,0,0,3,35,45,4,77,3,5,12,92,58,0,146
SSC22538,0,4,0,0,0,3,3,3,8,129,129,10,268,12,10,14,289,83,3,373
SSC22539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC22541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22552,0,0,0,0,0,0,0,0,3,43,49,11,101,7,0,10,110,63,0,179
SSC22553,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,4,0,0,5
SSC22554,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,4
SSC22555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22556,0,3,0,0,0,3,11,8,24,314,311,36,662,50,56,109,769,399,13,1189
SSC22557,0,0,0,0,0,0,0,0,0,15,7,3,24,0,0,0,25,10,0,40
SSC22558,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,11,7,0,14
SSC22559,0,0,0,0,0,0,0,0,0,20,11,0,32,0,0,5,35,20,0,57
SSC22560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22561,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4
SSC22562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22564,0,0,0,0,0,0,0,0,0,15,15,0,27,0,0,0,23,11,0,34
SSC22565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22566,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9
SSC22567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC22568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22569,0,3,0,0,0,3,6,3,9,168,99,24,286,23,18,34,319,222,10,552
SSC22570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22571,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,11
SSC22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22573,0,0,0,0,0,6,5,3,13,117,67,16,200,8,15,20,221,155,7,382
SSC22574,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,9,11,0,21
SSC22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22581,0,0,0,0,0,0,0,0,0,56,55,6,115,3,4,12,127,47,0,176
SSC22582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22583,0,0,0,0,0,0,0,0,0,6,10,0,12,0,0,0,12,12,0,23
SSC22584,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,7,4,0,16
SSC22585,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,10,10,0,15
SSC22586,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,0,7,3,0,11
SSC22587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC22588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22589,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC22596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22598,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,3,7,8,0,19
SSC22599,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4
SSC22600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22601,0,7,0,0,0,7,0,0,7,56,46,5,102,6,4,9,111,43,0,153
SSC22602,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC22603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22604,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,0,12
SSC22605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22607,0,0,0,0,0,0,4,0,8,88,92,9,184,7,8,17,201,76,3,280
SSC22608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC22612,0,0,0,0,0,0,0,0,0,4,8,3,14,0,0,0,13,17,0,33
SSC22613,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,11,7,0,25
SSC22614,0,0,0,0,0,0,0,0,3,148,99,6,252,0,11,11,264,129,0,392
SSC22615,0,0,0,0,0,0,4,0,5,113,75,9,193,10,11,20,212,161,0,368
SSC22616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22620,0,0,0,0,0,0,3,0,3,94,66,3,165,7,3,8,172,97,3,271
SSC22621,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC22622,0,0,0,0,0,3,0,3,6,11,12,0,23,0,0,0,24,15,3,33
SSC22623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22626,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,4,0,6
SSC22627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22631,0,0,0,0,0,0,0,0,0,15,17,0,31,0,0,0,30,9,0,41
SSC22632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22637,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,0,0,11
SSC22638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22643,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,4,0,12
SSC22644,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22648,0,7,0,0,0,7,4,3,7,140,114,18,274,25,13,34,309,187,0,498
SSC22649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22650,0,0,0,0,0,0,0,0,0,3,15,0,15,0,0,0,15,11,0,28
SSC22651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22652,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,6
SSC22653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22654,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,6,0,7
SSC22655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22656,0,0,0,0,0,0,0,0,0,14,19,3,36,0,0,0,40,8,0,44
SSC22657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22658,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,8,7,0,13
SSC22659,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,8,0,14
SSC22660,0,0,0,0,0,0,0,3,3,29,34,3,71,0,4,4,68,28,3,103
SSC22661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22663,0,4,0,0,0,4,0,0,4,17,14,3,29,0,0,0,33,8,3,46
SSC22664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC22666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22667,0,5,0,0,0,5,17,16,39,188,240,22,448,29,26,60,506,370,17,898
SSC22668,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,3,0,12
SSC22669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22672,5,9,0,0,0,7,3,5,13,176,119,13,305,12,12,21,331,205,5,533
SSC22673,0,8,0,0,0,12,3,0,14,229,153,22,405,8,16,25,422,248,0,672
SSC22674,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,10
SSC22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22676,0,0,0,0,0,0,0,0,5,30,43,0,75,0,3,5,79,46,0,125
SSC22677,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,10
SSC22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22682,0,0,0,0,0,0,0,0,0,10,4,0,16,0,4,4,18,3,0,22
SSC22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22684,0,0,0,0,0,0,0,0,0,9,35,0,51,6,0,6,49,50,3,103
SSC22685,0,0,0,0,0,0,4,0,8,190,182,25,388,11,21,35,420,258,4,690
SSC22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC22689,0,0,0,0,0,0,3,0,3,57,45,0,102,3,3,8,110,39,0,147
SSC22690,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,8
SSC22691,0,0,0,0,0,0,0,0,0,58,38,3,94,3,3,8,98,42,0,143
SSC22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC22694,0,0,0,0,0,0,0,0,0,7,7,0,10,0,0,0,10,7,0,18
SSC22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6
SSC22697,4,10,0,0,3,15,11,15,41,305,395,38,738,27,34,55,799,483,23,1302
SSC22698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22704,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,7,0,9
SSC22705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22706,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5
SSC22707,0,0,0,0,0,0,0,0,0,22,16,0,39,0,0,0,37,15,0,49
SSC22708,3,3,0,0,0,3,3,3,9,88,52,9,153,0,10,5,159,120,6,286
SSC22709,0,0,0,0,0,0,0,0,0,49,36,3,83,3,0,4,91,45,0,138
SSC22710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22711,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,8
SSC22712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
